Table 8,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,
"by State by City, 2010",,,,,,,,,,,
State,City,Violent crime,Murder and nonnegligent manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson1
,Margate City,5,0,1,2,2,191,23,167,1,2
,Marlboro Township,15,0,0,3,12,450,93,344,13,4
,Matawan,5,0,0,4,1,96,28,64,4,0
,Maywood,2,0,0,2,0,101,28,69,4,0
,Medford Lakes,0,0,0,0,0,74,8,66,0,0
,Medford Township,8,0,1,3,4,234,43,188,3,0
,Mendham,1,0,0,0,1,25,4,21,0,0
,Mendham Township,1,0,0,0,1,26,4,22,0,0
,Merchantville,3,0,0,0,3,65,15,49,1,0
,Metuchen,10,0,1,7,2,202,27,168,7,0
,Middlesex,7,0,0,6,1,144,21,114,9,0
,Middle Township,75,1,7,18,49,664,165,473,26,3
,Middletown Township,42,0,4,11,27,830,151,656,23,0
,Midland Park,6,0,0,0,6,71,9,62,0,0
,Millburn Township,20,0,0,12,8,504,55,437,12,2
,Milltown,4,0,1,1,2,102,12,87,3,0
,Millville,169,1,7,58,103,"1,216",265,919,32,6
,Mine Hill Township,0,0,0,0,0,29,7,21,1,2
,Monmouth Beach,1,0,1,0,0,51,12,37,2,1
,"Monroe Township, Gloucester County",41,0,4,11,26,797,211,560,26,4
,"Monroe Township, Middlesex County",21,2,0,8,11,283,39,231,13,3
,Montclair,75,0,4,41,30,630,181,426,23,3
,Montgomery Township,6,0,1,4,1,138,36,100,2,0
,Montvale,2,0,0,1,1,54,2,51,1,0
,Montville Township,6,0,0,2,4,128,28,96,4,1
,Moonachie,5,0,0,1,4,58,15,35,8,0
,Moorestown Township,25,0,5,14,6,520,67,445,8,3
,Morris Plains,4,0,1,2,1,87,15,72,0,0
,Morristown,78,0,0,29,49,456,95,347,14,1
,Morris Township,19,0,1,3,15,114,50,60,4,0
,Mountain Lakes,5,0,0,0,5,57,5,52,0,0
,Mountainside,1,0,0,0,1,62,8,49,5,0
,Mount Arlington,3,0,0,1,2,51,11,40,0,0
,Mount Ephraim,13,0,0,9,4,156,20,122,14,0
,Mount Holly Township,31,1,0,14,16,279,46,225,8,0
,Mount Laurel Township,36,0,5,12,19,642,88,532,22,1
,Mount Olive Township,12,0,5,1,6,272,46,222,4,5
,Mullica Township,12,0,0,2,10,109,43,62,4,0
,National Park,5,0,1,1,3,61,15,43,3,1
,Neptune City,17,0,2,9,6,208,33,166,9,0
,Neptune Township,132,1,7,59,65,"1,673",358,"1,256",59,6
,Netcong,2,0,0,0,2,61,11,50,0,1
,Newark,"2,885",90,79,"1,604","1,112","9,209","1,928","3,661","3,620",51
,New Brunswick,361,3,16,164,178,"1,372",410,842,120,10
,Newfield,0,0,0,0,0,29,9,18,2,0
,New Hanover Township,0,0,0,0,0,19,4,14,1,1
,New Milford,5,0,1,4,0,100,13,82,5,0
,New Providence,3,0,0,0,3,133,30,103,0,0
,Newton,5,0,0,2,3,142,22,119,1,0
,North Arlington,12,0,0,6,6,188,54,114,20,2
,North Bergen Township,90,0,4,43,43,761,136,504,121,5
,North Brunswick Township,57,1,2,16,38,747,137,547,63,1
,North Caldwell,4,0,0,0,4,27,16,10,1,1
,Northfield,2,0,0,2,0,91,26,64,1,0
,North Haledon,4,0,0,0,4,30,7,20,3,0
,North Hanover Township,8,0,0,0,8,72,30,41,1,3
,North Plainfield,61,0,2,35,24,448,69,346,33,2
,Northvale,1,0,0,1,0,16,0,16,0,0
,North Wildwood,14,1,1,2,10,352,43,308,1,0
,Norwood,3,0,0,0,3,21,4,16,1,0
,Nutley Township,24,0,1,4,19,291,74,201,16,0
,Oakland,4,0,0,1,3,137,16,120,1,1
,Oaklyn,7,0,0,6,1,136,44,90,2,4
,Ocean City,27,0,4,9,14,894,189,700,5,1
,Ocean Gate,2,0,0,0,2,29,10,19,0,0
,Oceanport,7,0,1,2,4,81,23,57,1,3
,"Ocean Township, Monmouth County",41,1,1,15,24,819,119,680,20,7
,"Ocean Township, Ocean County",5,0,1,0,4,130,19,108,3,0
,Ogdensburg,0,0,0,0,0,34,9,25,0,0
,Old Bridge Township,70,2,3,25,40,869,153,655,61,3
,Old Tappan,4,0,0,0,4,36,6,30,0,0
,Oradell,1,0,0,0,1,81,9,72,0,0
,Orange,335,7,6,201,121,"1,095",433,422,240,1
,Oxford Township,1,0,0,0,1,9,2,7,0,0
,Palisades Park,24,2,0,3,19,127,42,83,2,2
,Palmyra,18,0,2,4,12,155,27,119,9,1
,Paramus,92,0,0,31,61,"1,757",80,"1,631",46,4
,Park Ridge,7,0,0,1,6,36,8,27,1,0
,Parsippany-Troy Hills Township,19,0,2,9,8,566,212,327,27,0
,Passaic,635,6,6,278,345,"1,630",390,"1,097",143,0
,Paterson,"1,566",18,44,769,735,"4,521","1,491","2,329",701,15
,Paulsboro,19,0,0,9,10,254,54,189,11,0
,Peapack and Gladstone,1,0,1,0,0,17,4,11,2,0
,Pemberton,8,0,0,2,6,28,6,17,5,0
,Pemberton Township,54,0,9,14,31,572,176,366,30,4
,Pennington,2,0,0,1,1,19,2,17,0,0
,Pennsauken Township,131,4,9,60,58,"1,257",301,869,87,4
,Penns Grove,33,1,0,20,12,200,69,123,8,1
,Pennsville Township,31,0,2,7,22,496,90,389,17,3
,Pequannock Township,10,0,0,1,9,165,41,121,3,0
,Perth Amboy,200,1,0,101,98,"1,136",268,758,110,0
,Phillipsburg,49,0,8,17,24,347,78,257,12,4
,Pine Beach,1,0,0,0,1,29,2,27,0,0
,Pine Hill,52,0,1,13,38,282,82,196,4,9
,Pine Valley,0,0,0,0,0,4,4,0,0,0
,Piscataway Township,60,1,4,18,37,620,102,465,53,2
,Pitman,4,0,0,2,2,150,18,128,4,1
,Plainfield,489,8,13,237,231,"1,446",387,929,130,9
,Plainsboro Township,17,0,1,3,13,179,29,145,5,1
,Pleasantville,193,3,4,94,92,629,240,356,33,5
,Plumsted Township,9,0,1,1,7,64,18,44,2,0
,Pohatcong Township,7,0,0,2,5,109,5,103,1,0
,Point Pleasant,19,0,0,5,14,352,59,288,5,0
,Point Pleasant Beach,11,0,1,1,9,214,26,183,5,0
,Pompton Lakes,10,0,0,2,8,101,19,82,0,0
,Princeton,21,0,0,4,17,374,65,304,5,5
,Princeton Township,14,1,0,3,10,170,40,128,2,0
,Prospect Park,13,0,0,7,6,146,54,81,11,1
,Rahway,97,0,1,45,51,473,104,331,38,2
,Ramsey,10,0,0,0,10,156,13,136,7,2
,Randolph Township,5,0,1,1,3,223,35,184,4,0
,Raritan,11,0,0,2,9,164,18,144,2,1
,Raritan Township,11,0,0,3,8,231,23,200,8,0
,Readington Township,5,0,2,1,2,132,19,110,3,1
,Red Bank,55,0,5,26,24,285,48,229,8,1
,Ridgefield,9,0,0,6,3,59,17,31,11,0
,Ridgefield Park,24,1,1,6,16,136,27,100,9,1
,Ridgewood,7,0,0,0,7,215,50,165,0,1
,Ringwood,3,2,0,0,1,79,11,67,1,1
,Riverdale,5,0,0,0,5,105,9,93,3,0
,River Edge,2,0,1,0,1,106,17,88,1,0
,Riverside Township,13,0,3,5,5,112,24,81,7,0
,Riverton,5,0,2,2,1,48,4,44,0,0
,River Vale Township,0,0,0,0,0,15,5,10,0,0
,Robbinsville Township,6,0,0,2,4,117,31,82,4,1
,Rochelle Park Township,3,0,0,3,0,82,22,54,6,0
,Rockaway,3,0,1,0,2,59,13,42,4,0
,Rockaway Township,15,0,1,5,9,505,42,456,7,1
,Rockleigh,0,0,0,0,0,1,1,0,0,0
,Roseland,5,0,1,1,3,46,11,33,2,0
,Roselle,91,0,1,53,37,405,124,233,48,7
,Roselle Park,17,0,0,8,9,109,28,75,6,0
,Roxbury Township,8,0,0,3,5,253,22,225,6,0
,Rumson,4,0,0,0,4,64,19,45,0,2
,Runnemede,25,0,1,14,10,330,58,253,19,1
,Rutherford,8,0,0,1,7,247,73,160,14,1
,Saddle Brook Township,19,0,0,7,12,318,44,263,11,0
,Saddle River,1,0,0,0,1,19,6,11,2,0
,Salem,61,3,5,20,33,239,74,160,5,7
,Sayreville,42,0,3,11,28,635,126,457,52,1
,Scotch Plains Township,7,0,0,2,5,213,66,140,7,0
,Sea Bright,2,0,0,0,2,33,2,31,0,0
,Sea Girt,5,0,0,0,5,37,15,22,0,0
,Sea Isle City,8,0,0,1,7,314,124,187,3,3
,Seaside Heights,48,0,1,11,36,322,63,244,15,1
,Seaside Park,4,0,0,3,1,88,15,71,2,0
,Secaucus,30,0,0,17,13,480,46,412,22,0
,Ship Bottom,0,0,0,0,0,59,6,53,0,0
,Shrewsbury,6,0,0,3,3,101,11,87,3,0
,Somerdale,7,0,0,4,3,176,40,125,11,0
,Somers Point,48,0,2,11,35,425,92,330,3,1
,Somerville,14,0,3,4,7,177,28,137,12,0
,South Amboy,17,0,2,4,11,86,13,66,7,1
,South Bound Brook,2,0,0,0,2,16,4,12,0,0
,South Brunswick Township,31,0,2,9,20,466,99,343,24,0
,South Hackensack Township,6,0,1,2,3,71,9,52,10,0
,South Harrison Township,2,0,0,0,2,29,9,20,0,0
,South Orange,58,0,0,41,17,414,135,248,31,1
,South Plainfield,45,1,0,20,24,412,59,323,30,2
,South River,32,0,3,4,25,228,31,191,6,2
,South Toms River,9,0,0,4,5,92,21,66,5,1
,Sparta Township,1,0,0,0,1,132,15,116,1,0
,Spotswood,5,0,0,1,4,104,20,83,1,2
,Springfield,9,0,0,4,5,211,34,162,15,2
,Springfield Township,2,0,0,0,2,30,11,15,4,0
,Spring Lake,1,0,0,0,1,115,22,92,1,0
,Spring Lake Heights,1,0,0,0,1,35,10,25,0,0
,Stafford Township,14,0,2,3,9,404,48,348,8,0
,Stanhope,3,0,0,0,3,42,4,37,1,0
,Stone Harbor,1,0,1,0,0,152,14,136,2,0
,Stratford,13,0,0,3,10,143,37,100,6,2
,Summit,19,1,1,2,15,219,39,176,4,0
,Surf City,0,0,0,0,0,41,3,37,1,0
,Swedesboro,3,0,0,0,3,14,3,9,2,0
,Tavistock,0,0,0,0,0,0,0,0,0,1
,Teaneck Township,78,3,2,36,37,599,127,448,24,9
,Tenafly,3,0,0,0,3,101,21,74,6,0
,Teterboro,0,0,0,0,0,18,2,12,4,0
,Tewksbury Township,0,0,0,0,0,18,7,10,1,1
,Tinton Falls,10,0,1,5,4,449,54,380,15,0
,Toms River Township,101,3,5,52,41,"2,849",547,"2,274",28,7
,Totowa,20,0,0,3,17,314,30,253,31,0
,Trenton,"1,198",15,13,500,670,"2,516",865,"1,289",362,45
,Tuckerton,6,1,0,0,5,51,7,40,4,1
,Union Beach,25,0,0,6,19,102,21,78,3,1
,Union City,261,7,0,111,143,"1,310",237,921,152,3
,Union Township,104,1,2,64,37,"1,023",130,777,116,3
,Upper Saddle River,2,0,0,0,2,44,10,30,4,0
,Ventnor City,25,0,1,11,13,367,119,245,3,1
,Vernon Township,16,0,1,1,14,414,47,361,6,0
,Verona,6,0,1,1,4,113,24,81,8,0
,Vineland,223,3,6,83,131,"2,127",515,"1,536",76,7
,Voorhees Township,37,0,5,14,18,807,139,646,22,3
,Waldwick,4,0,0,1,3,70,6,64,0,0
,Wallington,11,0,0,4,7,157,38,113,6,2
,Wall Township,18,0,0,2,16,375,98,263,14,0
,Wanaque,8,0,0,1,7,120,8,109,3,2
,Warren Township,5,0,1,1,3,75,16,59,0,0
,Washington,8,0,0,0,8,114,15,98,1,0
,"Washington Township, Bergen County",5,0,2,0,3,26,8,18,0,0
,"Washington Township, Glouchester County",87,0,1,34,52,"1,218",189,985,44,10
,"Washington Township, Morris County",7,0,1,0,6,87,15,69,3,2
,"Washington Township, Warren County",1,0,0,0,1,64,7,55,2,0
,Watchung,4,0,1,2,1,333,21,309,3,0
,Waterford Township,22,0,2,7,13,189,43,142,4,1
,Wayne Township,32,0,4,15,13,"1,321",113,"1,147",61,0
,Weehawken Township,22,0,0,19,3,264,34,201,29,1
,Wenonah,0,0,0,0,0,32,13,17,2,1
,Westampton Township,19,1,3,10,5,171,39,128,4,0
,West Amwell Township,7,0,0,0,7,31,10,19,2,0
,West Caldwell Township,4,0,0,1,3,81,15,63,3,1
,West Cape May,0,0,0,0,0,34,5,27,2,0
,West Deptford Township,28,0,2,12,14,495,117,353,25,2
,Westfield,17,0,2,6,9,237,43,185,9,0
,West Long Branch,12,0,0,5,7,230,38,189,3,0
,West Milford Township,18,0,4,6,8,296,103,185,8,9
,West New York,171,3,5,79,84,736,203,448,85,7
,West Orange,87,0,5,35,47,581,131,402,48,3
,Westville,25,1,0,3,21,180,46,124,10,1
,West Wildwood,1,0,0,0,1,22,3,19,0,0
,West Windsor Township,12,0,1,8,3,399,47,343,9,0
,Westwood,6,0,0,0,6,73,12,49,12,0
,Wharton,6,0,1,0,5,122,39,80,3,0
,Wildwood,58,0,2,21,35,551,160,385,6,0
,Wildwood Crest,6,0,0,1,5,178,40,137,1,0
,Willingboro Township,108,0,15,41,52,652,216,401,35,7
,Winfield Township,0,0,0,0,0,24,7,16,1,0
,Winslow Township,186,0,4,24,158,772,255,468,49,7
,Woodbridge Township,167,1,9,67,90,"2,296",267,"1,904",125,3
,Woodbury,42,0,2,18,22,475,96,360,19,3
,Woodbury Heights,4,0,0,3,1,126,19,106,1,1
,Woodcliff Lake,1,0,0,1,0,43,4,38,1,0
,Woodland Park,15,0,0,9,6,210,46,151,13,0
,Woodlynne,21,0,1,8,12,115,43,61,11,1
,Wood-Ridge,2,0,0,1,1,91,19,62,10,0
,Woodstown,4,0,0,0,4,54,8,44,2,0
,Woolwich Township,4,0,0,2,2,79,14,63,2,0
,Wyckoff Township,9,0,0,0,9,94,19,73,2,1
NEW MEXICO,Alamogordo,97,4,8,2,83,"1,036",203,798,35,5
,Albuquerque,"4,291",42,338,940,"2,971","26,372","5,465","18,134","2,773",121
,Angel Fire,8,0,0,0,8,46,25,21,0,0
,Aztec,43,0,2,3,38,174,28,141,5,7
,Bayard,3,0,0,0,3,36,15,20,1,0
,Belen,82,0,3,9,70,736,342,352,42,2
,Bernalillo,124,1,2,5,116,330,91,221,18,0
,Bloomfield,86,0,7,1,78,166,38,117,11,4
,Bosque Farms,5,0,0,0,5,37,8,23,6,1
,Carlsbad,197,0,29,20,148,"1,376",382,936,58,10
,Carrizozo,5,0,0,1,4,9,4,4,1,0
,Cimarron,2,0,0,0,2,5,2,2,1,0
,Clovis,226,2,34,30,160,"1,892",706,"1,124",62,25
,Cuba,33,0,1,0,32,0,0,0,0,0
,Deming,74,0,1,8,65,579,186,366,27,0
,Edgewood,4,0,0,1,3,38,16,20,2,0
,Espanola,229,2,2,19,206,846,325,494,27,13
,Estancia,2,0,0,0,2,28,10,18,0,0
,Eunice,5,0,0,0,5,49,23,25,1,0
,Farmington,477,3,63,25,386,"1,678",319,"1,270",89,20
,Gallup,364,2,29,56,277,"1,546",250,"1,178",118,6
,Grants6,,0,8,6,,265,151,89,25,0
,Hobbs,249,9,39,33,168,"1,685",419,"1,206",60,7
,Hurley,0,0,0,0,0,19,10,9,0,0
,Jal,6,0,0,1,5,27,10,13,4,4
,Las Cruces,408,3,11,62,332,"4,326","1,110","3,026",190,11
,Las Vegas,175,1,9,9,156,542,173,342,27,7
,Logan,3,0,0,0,3,70,43,25,2,0
,Lordsburg,2,0,0,0,2,2,1,1,0,0
,Los Alamos6,,0,2,1,,186,33,148,5,3
,Los Lunas6,,0,7,3,,546,75,412,59,1
,Lovington,46,0,6,1,39,369,193,159,17,0
,Milan,20,1,0,0,19,74,37,31,6,0
,Moriarty,5,0,0,0,5,91,41,41,9,0
,Portales,69,1,7,3,58,374,108,256,10,0
,Raton,36,0,0,2,34,181,83,83,15,1
,Rio Rancho,160,0,7,18,135,"1,476",344,"1,023",109,12
,Roswell,351,6,16,36,293,"2,325",541,"1,714",70,13
,Ruidoso,30,1,4,2,23,240,92,142,6,1
,Ruidoso Downs,39,0,4,0,35,89,20,64,5,0
,Santa Clara,3,0,0,0,3,17,11,2,4,0
,Santa Fe,367,8,39,81,239,"4,349","2,392","1,781",176,9
,Santa Rosa,17,0,0,0,17,66,32,31,3,0
,Silver City,98,0,6,6,86,628,156,442,30,4
,Socorro,77,0,0,4,73,336,93,229,14,2
,Sunland Park,20,0,5,2,13,215,41,149,25,1
,Taos,46,0,3,7,36,541,182,347,12,0
,Taos Ski Valley,2,0,0,0,2,7,2,5,0,0
,Tatum,0,0,0,0,0,39,0,38,1,0
,Texico,0,0,0,0,0,8,4,4,0,0
,Truth or Consequences,47,0,5,2,40,174,44,124,6,1
,Tucumcari,45,0,5,2,38,282,136,142,4,0
,Tularosa,24,0,3,0,21,83,23,60,0,0
NEW YORK,Adams Village,1,0,0,0,1,17,7,10,0,0
,Addison Town and Village,4,0,1,0,3,57,16,41,0,0
,Akron Village,2,0,0,0,2,37,7,30,0,0
,Albany,981,2,42,316,621,"4,643",926,"3,488",229,16
,Alexandria Bay Village,1,0,0,0,1,21,7,14,0,0
,Alfred Village,7,0,2,1,4,52,14,38,0,0
,Allegany Village,2,0,1,0,1,17,2,15,0,0
,Altamont Village,0,0,0,0,0,14,3,11,0,0
,Amherst Town,119,2,8,33,76,"2,066",218,"1,801",47,7
,Amity Town and Belmont Village,0,0,0,0,0,1,0,1,0,0
,Amityville Village,10,0,0,4,6,153,16,130,7,0
,Amsterdam5,45,1,1,9,34,566,138,416,12,7
,Arcade Village,1,0,0,0,1,45,4,40,1,0
,Ardsley Village,1,0,0,0,1,24,6,17,1,0
,Asharoken Village,0,0,0,0,0,1,1,0,0,0
,Attica Village,4,0,0,0,4,11,2,9,0,0
,Auburn,96,0,8,12,76,976,172,790,14,4
,Avon Village,4,0,0,1,3,30,2,28,0,0
,Baldwinsville Village,5,0,1,1,3,140,20,114,6,0
,Ballston Spa Village,8,0,0,2,6,144,39,103,2,0
,Batavia,44,0,7,7,30,516,88,419,9,3
,Bath Village,17,2,2,4,9,205,49,153,3,3
,Beacon,63,1,3,11,48,320,74,231,15,3
,Bedford Town,2,0,0,0,2,36,6,27,3,0
,Bethlehem Town,20,0,6,1,13,495,87,399,9,1
,Binghamton,266,4,18,70,174,"2,085",423,"1,644",18,2
,Bolivar Village,0,0,0,0,0,7,1,6,0,1
,Bolton Town,3,0,0,0,3,23,10,13,0,0
,Boonville Village,0,0,0,0,0,7,2,5,0,0
,Brant Town,1,0,0,0,1,34,10,24,0,0
,Brewster,0,0,0,0,0,7,1,5,1,0
,Briarcliff Manor Village,1,0,0,1,0,18,3,15,0,0
,Brighton Town,45,0,6,13,26,"1,051",150,877,24,0
,Brockport Village,16,0,5,3,8,184,35,144,5,0
,Bronxville Village,4,0,0,2,2,52,6,43,3,0
,Brownville Village,0,0,0,0,0,9,1,8,0,0
,Buchanan Village,1,0,0,1,0,11,6,4,1,0
,Buffalo,"3,599",55,157,"1,466","1,921","14,753","4,296","9,027","1,430",90
,Cairo Town,5,0,0,0,5,29,5,24,0,0
,Cambridge Village,2,0,1,0,1,35,8,25,2,0
,Camden Village,1,0,0,0,1,85,16,64,5,0
,Camillus Town and Village,14,0,0,4,10,303,38,260,5,3
,Canandaigua,20,0,3,3,14,362,57,298,7,1
,Canisteo Village,3,0,0,0,3,43,6,37,0,0
,Canton Village,2,0,1,1,0,88,9,78,1,0
,Cape Vincent Village,0,0,0,0,0,7,0,7,0,0
,Carmel Town,12,0,0,2,10,272,48,218,6,2
,Carroll Town,2,0,0,0,2,8,5,3,0,0
,Carthage Village,3,0,0,0,3,101,17,82,2,0
,Catskill Village,12,0,1,3,8,130,12,118,0,1
,Cayuga Heights Village5,1,0,0,1,0,49,3,46,0,0
,Cazenovia Village,1,0,0,0,1,65,7,58,0,0
,Central Square Village,0,0,0,0,0,35,2,31,2,0
,Centre Island Village,0,0,0,0,0,4,0,4,0,0
,Chatham Village,15,0,0,0,15,61,9,48,4,0
,Cheektowaga Town,155,1,17,52,85,"2,748",431,"2,221",96,7
,Chester Town5,0,0,0,0,0,61,10,50,1,0
,Chester Village,4,0,0,3,1,148,5,142,1,0
,Chittenango Village,3,0,1,1,1,72,15,54,3,0
,Cicero Town,13,0,0,5,8,518,59,447,12,3
,Clarkstown Town,92,0,4,35,53,"1,700",156,"1,512",32,2
,Clifton Springs Village,0,0,0,0,0,16,2,14,0,0
,Clyde Village,4,0,0,1,3,32,8,24,0,0
,Cobleskill Village,4,0,1,2,1,162,19,140,3,0
,Coeymans Town,15,0,0,1,14,48,11,35,2,1
,Cohoes,40,0,1,11,28,302,92,195,15,1
,Colchester Town,0,0,0,0,0,0,0,0,0,0
,Colonie Town,54,0,3,31,20,"2,259",228,"1,988",43,9
,Cooperstown Village,1,0,0,0,1,28,4,24,0,0
,Copake Town,1,0,0,0,1,25,9,16,0,0
,Corning,51,0,5,6,40,398,66,330,2,2
,Cornwall Town2,0,0,0,0,0,,6,,0,0
,Cortland5,45,0,6,10,29,357,112,228,17,2
,Crawford Town5,11,0,0,0,11,67,10,52,5,0
,Cuba Town,2,0,1,0,1,122,17,103,2,0
,Dansville Village,11,0,4,2,5,114,4,110,0,0
,Deerpark Town,8,0,0,3,5,142,60,81,1,0
,Delhi Village,3,0,0,1,2,42,11,29,2,0
,Depew Village,26,0,4,5,17,344,67,268,9,3
,Deposit Village,0,0,0,0,0,20,1,19,0,0
,Dewitt Town,37,1,1,14,21,592,81,492,19,6
,Dexter Village,0,0,0,0,0,1,0,1,0,0
,Dobbs Ferry Village,7,0,0,5,2,135,21,112,2,0
,Dolgeville Village,3,0,0,0,3,59,6,52,1,0
,Dryden Village,3,0,0,0,3,114,25,89,0,0
,Dunkirk,45,0,7,16,22,353,59,285,9,1
,Durham Town,0,0,0,0,0,10,5,5,0,0
,East Aurora-Aurora Town,3,0,0,0,3,144,29,108,7,0
,East Chester Town,8,0,0,5,3,203,23,174,6,0
,East Greenbush Town,14,0,1,6,7,405,41,359,5,3
,East Hampton Town,9,0,0,2,7,494,97,385,12,1
,East Hampton Village,3,0,1,0,2,137,10,123,4,0
,East Rochester Village,9,0,1,1,7,131,19,109,3,0
,East Syracuse Village,9,0,0,4,5,165,25,132,8,1
,Eden Town,3,0,2,1,0,42,11,31,0,0
,Ellenville Village,33,0,0,4,29,95,30,62,3,0
,Ellicott Town,12,0,0,1,11,224,61,159,4,0
,Ellicottville,0,0,0,0,0,113,13,100,0,0
,Elmira,108,4,5,29,70,"1,057",259,773,25,3
,Elmira Heights Village,7,0,0,3,4,88,19,67,2,0
,Elmira Town,1,0,0,0,1,4,1,3,0,0
,Elmsford Village,6,0,0,4,2,43,7,26,10,1
,Endicott Village,43,0,4,11,28,604,117,475,12,0
,Evans Town,25,0,3,3,19,328,75,242,11,4
,Fairport Village,1,0,0,1,0,40,10,28,2,0
,Fallsburg Town,30,2,2,1,25,207,63,135,9,1
,Fishkill Town,5,0,0,0,5,269,32,234,3,1
,Fishkill Village,0,0,0,0,0,30,1,28,1,0
,Floral Park Village,16,0,0,11,5,79,16,52,11,1
,Fort Plain Village,6,0,0,1,5,75,15,59,1,0
,Frankfort Town,4,0,0,0,4,55,16,37,2,1
,Franklinville Village,1,0,0,0,1,42,4,38,0,0
,Fredonia Village,18,1,2,4,11,309,24,281,4,0
,Freeport Village,213,1,3,103,106,"1,026",153,772,101,4
,Friendship Town,0,0,0,0,0,12,3,9,0,0
,Fulton City,34,0,4,13,17,523,99,417,7,2
,Garden City Village,9,0,0,3,6,354,39,305,10,0
,Gates Town,44,0,1,20,23,938,89,828,21,1
,Geddes Town,7,0,0,2,5,226,28,197,1,1
,Geneseo Village,0,0,0,0,0,127,6,121,0,2
,Geneva,33,0,4,8,21,324,63,253,8,1
,Germantown Town,0,0,0,0,0,3,0,3,0,0
,Glen Cove,23,0,1,10,12,227,25,196,6,0
,Glen Park Village,0,0,0,0,0,5,1,4,0,0
,Glens Falls,42,0,2,3,37,209,29,177,3,0
,Glenville Town,15,0,1,5,9,372,65,303,4,0
,Gloversville,82,1,6,14,61,636,116,495,25,1
,Goshen Town,4,0,0,1,3,50,12,35,3,0
,Goshen Village,3,0,0,0,3,78,11,66,1,0
,Gouverneur Village,6,0,1,0,5,202,44,157,1,1
,Granville Village,3,0,0,0,3,43,14,29,0,1
,Great Neck Estates Village,0,0,0,0,0,5,4,1,0,0
,Greece Town,119,5,12,26,76,"2,552",384,"2,108",60,3
,Greenburgh Town,70,0,3,23,44,634,71,546,17,2
,Greene Village,0,0,0,0,0,0,0,0,0,0
,Green Island Village,6,0,0,0,6,59,11,43,5,0
,Greenwich Village,4,0,0,0,4,31,8,22,1,0
,Greenwood Lake Village,4,0,1,1,2,51,11,39,1,0
,Groton Village,3,0,1,0,2,66,7,59,0,0
,Guilderland Town,11,0,4,3,4,982,67,906,9,0
,Hamburg Town,37,0,3,13,21,998,179,789,30,8
,Hamburg Village,5,0,3,2,0,221,42,174,5,2
,Hammondsport Village,0,0,0,0,0,17,3,14,0,0
,Hancock Village,1,0,0,0,1,4,2,2,0,0
,Harriman Village,1,0,0,1,0,12,3,9,0,0
,Harrison Town,20,1,2,1,16,254,29,215,10,1
,Hastings-on-Hudson Village,7,0,1,1,5,139,14,122,3,0
,Haverstraw Town,65,0,6,27,32,438,106,312,20,3
,Hempstead Village,452,12,3,218,219,"1,051",304,613,134,8
,Herkimer Village,74,0,2,6,66,354,49,305,0,1
,Highland Falls Village,0,0,0,0,0,47,6,41,0,0
,Holley Village,6,0,1,0,5,40,11,25,4,0
,Homer Village,1,0,0,0,1,59,8,51,0,0
,Hornell,19,0,1,0,18,157,22,132,3,0
,Horseheads Village,12,0,1,1,10,145,16,123,6,0
,Hudson,30,0,3,3,24,262,36,220,6,0
,Hudson Falls Village,18,0,2,2,14,139,29,105,5,1
,Hunter Town,3,0,0,1,2,6,4,2,0,0
,Huntington Bay Village,0,0,0,0,0,14,2,12,0,0
,Hyde Park Town,18,0,0,4,14,210,57,147,6,0
,Ilion Village,14,0,5,1,8,232,33,193,6,1
,Independence Town,0,0,0,0,0,4,1,3,0,0
,Inlet Town,0,0,0,0,0,10,4,6,0,0
,Irondequoit Town,93,0,2,32,59,"1,482",251,"1,181",50,1
,Irvington Village,0,0,0,0,0,29,6,23,0,0
,Ithaca,60,0,4,23,33,"1,143",152,963,28,0
,Jamestown,180,0,24,35,121,"1,281",342,895,44,9
,Johnson City Village,65,1,5,11,48,885,119,759,7,1
,Johnstown,14,0,4,2,8,301,45,253,3,1
,Jordan Village,0,0,0,0,0,3,1,2,0,0
,Kenmore Village,27,0,4,11,12,339,49,279,11,0
,Kensington Village,2,0,0,1,1,2,0,2,0,0
,Kent Town,5,0,0,1,4,91,19,66,6,0
,Kings Point Village,1,0,0,0,1,18,8,9,1,0
,Kingston,81,1,5,29,46,611,142,451,18,4
,Lackawanna,115,0,7,24,84,469,125,310,34,0
,Lake Placid Village,0,0,0,0,0,71,18,51,2,0
,Lake Success Village,3,0,0,1,2,42,8,31,3,0
,Lakewood-Busti,5,0,1,3,1,275,22,248,5,0
,Lancaster Town,21,0,3,4,14,507,73,430,4,5
,Larchmont Village,2,0,0,2,0,81,7,72,2,0
,Le Roy Village,12,0,1,5,6,110,25,85,0,0
,Lewisboro Town,0,0,0,0,0,40,2,37,1,0
,Lewiston Town and Village,4,0,0,2,2,204,43,142,19,3
,Liberty Village,20,0,3,0,17,174,35,135,4,1
,Little Falls,30,0,0,0,30,151,16,134,1,3
,Liverpool Village,0,0,0,0,0,33,10,23,0,0
,Lloyd Harbor Village,1,0,0,0,1,16,1,14,1,0
,Lloyd Town,9,0,2,0,7,117,23,92,2,1
,Lockport,61,0,3,15,43,761,151,587,23,6
,Lowville Village,5,0,0,1,4,89,15,71,3,0
,Lynbrook Village,26,0,1,11,14,164,16,141,7,1
