,Project_code,Unsuitable,Suitable,Bridge_classification,Crossing,Days_per_year_river_is_flooded,River_crossing_injuries_in_last_3_years,Cell_service_quality,4WD_Accessibility,Bridge_Type,Proposed_Bridge_Location(GPS)(Latitude),Proposed_Bridge_Location(GPS)(Longitude),Height_differential_between_banks,Estimated_span(m)
362,1007454,0.999858906679969,0.00014109332003092194,Standard,timber,120.0,6.0,Good,Seasonally,Suspension,-1.367991,30.288805,10.0,63.0
364,1007459,0.9998215046692664,0.0001784953307335344,unknown,unknown,0.0,0.0,Good,Year Round,unknown,-1.2991944,30.2575833,10.0,44.0
365,1007460,0.9998215046692664,0.0001784953307335344,unknown,unknown,0.0,0.0,Good,Seasonally,unknown,-1.296011,30.247121,10.0,44.0
366,1007464,0.0016649380131816473,0.9983350619868183,Requires additional engineering,timber,25.0,3.0,Nonexistent,Seasonally,Suspended,-2.448025,29.4665,0.7,72.0
368,1007468,0.18006812952622844,0.8199318704737716,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.287455,29.434438,10.0,44.0
371,1007479,0.00021632995648530987,0.9997836700435146,Standard,timber,20.0,5.0,Nonexistent,Seasonally,Suspended,-2.45674667,29.43966667,0.2,51.0
372,1007480,0.0038038881121068508,0.9961961118878931,Standard,timber,10.0,0.0,Good,Seasonally,Suspended,-2.395728,29.427631,1.6,66.0
373,1007482,0.11449718886828139,0.8855028111317187,Standard,timber,210.0,4.0,Good,Seasonally,Suspension,-2.39084,29.57068,2.4,33.8
374,1007483,0.10228338914980846,0.8977166108501916,unknown,vehicular bridge,46.0,0.0,Fair,Never,unknown,-2.259663,29.592431,10.0,44.0
375,1007484,0.020779873443744126,0.9792201265562559,Standard,timber,60.0,0.0,Fair,Seasonally,Suspension,-2.47437333,29.488816,1.5,40.8
376,1007485,0.5076563153184845,0.4923436846815155,Standard,timber,60.0,0.0,Good,Seasonally,Suspension,2.4724,29.5,1.7,42.2
377,1007486,0.00022164098970292636,0.9997783590102971,Standard,timber,23.0,0.0,Fair,Seasonally,Suspended,-2.451815,29.43508667,2.6,58.8
378,1007487,0.009350693571942225,0.9906493064280577,Standard,timber,20.0,1.0,Good,Seasonally,Suspension,-2.391707,29.435709,1.5,39.0
379,1007488,0.026917497018146518,0.9730825029818535,Standard,timber,9.0,1.0,Good,Seasonally,Suspended,-2.428413,29.577879,1.9,94.5
380,1007489,0.09257282477385044,0.9074271752261496,Standard,none,46.0,0.0,Fair,Never,Suspended,-2.296023,29.557358,3.9,55.0
381,1007490,0.02162152646180738,0.9783784735381926,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.43993333,29.51594167,10.0,44.0
383,1007493,0.017999162430974547,0.9820008375690253,Standard,timber,10.0,1.0,Good,Seasonally,Suspended,-2.337289,29.459825,0.3,39.0
384,1007496,0.03799643201710181,0.9620035679828982,Standard,they cross it by jumping the river when it is low otherwise they don't cross,150.0,0.0,Good,Seasonally,Suspension,-2.43885,29.56909,1.0,68.0
385,1007498,0.14527243088120448,0.8547275691187954,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.286972,29.607523,10.0,44.0
386,1007500,0.10696148330028007,0.8930385166997199,Standard,timber,20.0,1.0,Good,Never,Suspension,-2.312785,29.559739,0.1,53.0
387,1007502,0.02608519980909601,0.973914800190904,unknown,"there is vehicular bridge on rusave river, and it accessible for truck,",46.0,0.0,unknown,unknown,unknown,-2.321754,29.44854,10.0,44.0
388,1007503,0.02608519980909601,0.973914800190904,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.32834,29.44182,10.0,44.0
389,1007505,0.023937224432642016,0.976062775567358,Outside of current engineering scope,none,46.0,0.0,unknown,unknown,Suspension,-2.280226,29.603769,10.0,300.0
390,1007509,0.07703867544479134,0.9229613245552086,Standard,timber,60.0,1.0,Good,Never,Suspended,-2.275825,29.217288,4.9,62.0
391,1007517,0.2828276526417754,0.7171723473582245,Standard,unknown,46.0,0.0,unknown,unknown,Suspension,-2.19384,29.27192,0.3,40.0
392,1007518,0.09588480163400329,0.9041151983659967,Standard,timber,35.0,1.0,Good,Never,Suspended,-2.313353,29.214397,1.7,57.0
393,1007520,0.046349497640736585,0.9536505023592634,Standard,timber,90.0,2.0,Good,Never,Suspension,-2.282545,29.208913,0.5,37.0
394,1007521,0.043789372073639754,0.9562106279263602,Standard,timber,90.0,0.0,Good,Never,Suspension,-2.284299,29.196849,2.3,49.0
395,1007523,0.3151827401994339,0.6848172598005661,Standard,timber,21.0,0.0,Good,Year Round,Suspension,-2.28014,29.72578,0.9,30.0
396,1007527,0.2159759406045593,0.7840240593954407,Standard,timber,21.0,0.0,Fair,Year Round,Suspension,-2.30422,29.65685,0.4,40.0
397,1007531,0.41179233241258595,0.588207667587414,Outside of current engineering scope,boat,360.0,0.0,Good,Year Round,Other,-1.935831,30.051385,10.0,44.0
398,1007532,0.6431907872486077,0.3568092127513923,Standard,timber,60.0,0.0,Fair,Seasonally,Suspended,-2.761531,29.494368,0.0,35.8
399,1007534,0.001027895330894588,0.9989721046691055,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.7791667,29.464333,10.0,44.0
400,1007536,0.08909050813625849,0.9109094918637416,Standard,timber,90.0,0.0,Good,Never,Suspended,-2.69544,29.45618,10.0,40.0
401,1007537,0.30482849756553604,0.695171502434464,Standard,none,24.0,0.0,Good,Seasonally,Suspension,-2.62023,29.542442,1.7,42.0
402,1007540,0.4057464865131574,0.5942535134868425,Standard,timber,120.0,2.0,Good,Seasonally,Suspension,-2.67791,29.59175,0.3,33.8
403,1007541,0.3648625691914389,0.635137430808561,Standard,timber,80.0,0.0,Good,Seasonally,Suspension,-2.706995,29.59134667,1.3,28.4
404,1007542,0.07120668905696982,0.9287933109430302,Standard,timber,20.0,0.0,Good,Seasonally,Suspended,-2.77593,29.4562,1.0,61.0
405,1007543,0.1876933440313082,0.8123066559686919,Standard,timber,38.0,0.0,Good,Seasonally,Suspended,-2.798933,29.4761,1.1,54.4
406,1007545,0.05179745465143874,0.9482025453485613,Standard,timber,90.0,0.0,Fair,Year Round,Suspended,-2.67962,29.46244,10.0,60.0
407,1007546,0.0035036805550787645,0.9964963194449213,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.7803056,29.4508056,10.0,44.0
408,1007547,0.15217559253475552,0.8478244074652446,Standard,timber,38.0,1.0,Good,Seasonally,Suspension,-2.66297667,29.44955667,0.3,32.8
409,1007549,0.41574402052536685,0.584255979474633,Standard,timber,90.0,0.0,Good,Year Round,Suspension,-2.68734,29.65577,10.0,57.0
410,1007550,0.4723965493201813,0.5276034506798186,Standard,timber,90.0,0.0,Good,Year Round,Suspension,-2.67224,29.65063,10.0,56.5
411,1007551,0.4324486248902402,0.5675513751097597,Standard,timber,80.0,0.0,Good,Seasonally,Suspension,-2.70332833,29.58839667,0.8,34.8
412,1007552,0.09609521687901648,0.9039047831209835,Standard,timber,120.0,0.0,Good,Seasonally,Suspension,2.713945,29.594535,0.0,52.4
413,1007553,0.45660069551242854,0.5433993044875715,Standard,timber,120.0,2.0,Good,Seasonally,Suspension,-2.71768,29.59726333,0.3,46.8
414,1007554,0.48282024170830284,0.5171797582916973,Standard,timber,120.0,2.0,Good,Seasonally,Suspension,-2.721561,29.596655,0.3,55.4
415,1007555,0.04592845292966104,0.954071547070339,Standard,unknown,46.0,0.0,Good,Seasonally,Suspended,-2.651346,29.43843,2.1,64.0
416,1007558,0.43201970089146124,0.5679802991085388,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.71525,29.5959167,10.0,44.0
417,1007559,0.3631659708384321,0.6368340291615678,Standard,timber,120.0,0.0,Good,Never,Suspended,-2.6965833,29.5401111,10.0,41.0
418,1007560,0.0035036805550787637,0.9964963194449213,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.7785278,29.44775,10.0,44.0
419,1007561,0.5090524293542888,0.4909475706457112,unknown,unknown,46.0,0.0,Good,Year Round,unknown,-2.6860833,29.4780833,10.0,44.0
420,1007564,0.588157542902485,0.411842457097515,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.6974722,29.4909444,10.0,44.0
421,1007565,0.3109170647722455,0.6890829352277545,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.77066667,29.66886,10.0,44.0
422,1007566,0.04435514367924102,0.9556448563207589,Standard,timber,90.0,0.0,Good,Never,Suspended,-2.69631,29.43436,10.0,38.0
423,1007568,0.0035036805550787645,0.9964963194449213,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.7800833,29.451,10.0,44.0
424,1007571,0.3109170647722455,0.6890829352277545,Standard,none,70.0,0.0,unknown,Never,Suspended,-2.7438056,29.6708056,10.0,40.0
425,1007573,0.0597696558606166,0.9402303441393834,Standard,timber,120.0,0.0,Fair,Seasonally,Suspended,-2.56058,29.49439,10.0,67.5
426,1007574,0.041500247910280515,0.9584997520897195,Standard,timber,90.0,1.0,Good,Year Round,Suspension,-2.70144,29.43844,10.0,50.0
427,1007575,0.3626838942410583,0.6373161057589416,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.7814444,29.6633611,10.0,44.0
428,1007577,0.4939653440153023,0.5060346559846977,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.6483056,29.4811389,10.0,44.0
429,1007578,0.5192151128875484,0.48078488711245154,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.6378056,29.5095,10.0,44.0
430,1007579,0.46651827375696586,0.5334817262430341,Standard,timber,50.0,1.0,Good,Seasonally,Suspension,-2.636655,29.47937167,0.5,25.4
431,1007583,0.11771175250109024,0.8822882474989098,Standard,timber,150.0,3.0,Good,Year Round,Suspension,-2.71667,29.73864,0.2,30.0
432,1007584,0.3301717389798205,0.6698282610201796,Standard,none,40.0,2.0,Good,Seasonally,Suspension,-2.614243,29.571836,0.0,27.4
433,1007589,0.043566966034458185,0.9564330339655418,Standard,none,90.0,0.0,Good,Year Round,Suspended,-2.7211111,29.4486389,10.0,30.0
434,1007591,0.028659553459942897,0.9713404465400571,unknown,unknown,46.0,0.0,unknown,Year Round,unknown,-2.69811,29.42603,10.0,44.0
435,1007592,0.4875139571388676,0.5124860428611324,Standard,timber,45.0,1.0,Good,Seasonally,Suspension,-2.78607,29.53833,1.1,32.2
436,1007594,0.0509540095470986,0.9490459904529014,unknown,unknown,46.0,0.0,Good,Year Round,unknown,-2.69618,29.42616,10.0,44.0
437,1007595,0.019245143808614598,0.9807548561913854,unknown,unknown,46.0,0.0,Good,Year Round,unknown,-2.7221,29.43916,10.0,44.0
438,1007597,0.19358331462944214,0.8064166853705579,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.62936,29.4521944,10.0,44.0
439,1007598,0.5931288927413761,0.40687110725862385,unknown,unknown,46.0,0.0,Fair,unknown,unknown,-2.68053167,29.51431667,10.0,44.0
440,1007601,0.1909246866890484,0.8090753133109515,Standard,timber,365.0,4.0,Good,Year Round,Suspension,-1.70902,29.35808,10.0,96.0
441,1007603,0.6910412608338016,0.3089587391661985,Standard,timber,36.0,0.0,Good,Year Round,Suspension,-1.699166,29.336944,10.0,50.0
442,1007605,0.6342620124813304,0.36573798751866954,Standard,none,40.0,1.0,Fair,Never,Suspended,-1.70833,29.379722,10.0,88.4
443,1007606,0.6640336695950507,0.33596633040494933,Standard,timber,365.0,1.0,Good,Never,Suspension,-2.17262,30.6741,0.2,30.0
444,1007607,0.05889227068240741,0.9411077293175926,Standard,none,30.0,4.0,Good,Year Round,Suspension,-2.18495,29.80927,0.4,32.0
445,1007612,0.00563087603253203,0.994369123967468,Standard,none,14.0,0.0,Good,Year Round,Suspended,-2.12558,29.67786,2.2,38.0
446,1007615,0.9805270406498066,0.019472959350193487,Standard,timber,67.0,5.0,Good,unknown,Suspension,-1.6443889,29.8994722,10.0,54.0
447,1007621,0.041935686462649606,0.9580643135373503,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-1.748844,29.951975,10.0,44.0
448,1007622,0.6446068218140678,0.35539317818593213,unknown,unknown,0.0,0.0,Good,unknown,unknown,-1.692446,29.904097,10.0,44.0
450,1007626,0.7663082282492871,0.23369177175071282,Standard,timber,4.0,0.0,Good,Never,Suspension,-1.66889,29.89389,10.0,36.0
451,1007628,0.9687412421920902,0.03125875780790969,unknown,unknown,0.0,0.0,unknown,Year Round,unknown,-1.6306667,29.8939167,10.0,44.0
452,1007631,0.909317985316381,0.09068201468361907,Standard,bridge in timer,12.0,1.0,Good,Year Round,Suspension,-1.65237,29.9201,10.0,48.0
454,1007633,0.9965673062410513,0.0034326937589487278,Standard,timber,6.0,0.0,Good,Year Round,Suspension,-1.61306,29.88583,10.0,41.4
458,1007645,0.03722929387450222,0.9627707061254978,Standard,timber,5.0,2.0,Good,Year Round,Suspended,-1.79476,29.98846,10.0,34.0
459,1007652,0.10979053665299705,0.8902094633470029,Standard,timber,94.0,0.0,Good,Seasonally,Suspended,-1.857823,29.992177,10.0,45.0
460,1007653,0.10979053665299705,0.8902094633470029,Standard,none,132.0,0.0,Good,Seasonally,Suspended,-1.848168,29.991187,10.0,45.0
461,1007654,0.016215594829254516,0.9837844051707455,Standard,timber,120.0,0.0,Good,Year Round,Suspended,-2.594639,28.981427,10.0,60.0
462,1007657,0.014076252774260504,0.9859237472257395,Standard,timber,46.0,1.0,Good,Never,Suspension,-2.6891,28.99726,10.0,95.0
463,1007658,0.03006037514000644,0.9699396248599935,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.396098,28.927481,10.0,44.0
464,1007659,0.01788346964514125,0.9821165303548588,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.45399,28.89774,10.0,44.0
465,1007661,0.014387159134192343,0.9856128408658077,Standard,none,365.0,0.0,Good,Never,Suspension,-2.697308,29.029517,0.1,42.0
466,1007662,0.014376317082840446,0.9856236829171595,Standard,none,36.0,2.0,Good,Year Round,Suspension,-2.6668,29.00909,10.0,60.0
467,1007663,0.016198900656563923,0.9838010993434361,Standard,timber,0.0,0.0,Good,Never,Suspended,-2.584342,28.971386,0.9,28.0
468,1007664,0.01639549767623639,0.9836045023237636,Standard,timber,365.0,3.0,Good,Never,Suspended,-1.89261,29.3735,10.0,75.0
469,1007665,0.055257223232292776,0.9447427767677071,Standard,none,365.0,3.0,Good,Never,Suspended,-2.03645,29.41441,10.0,120.0
470,1007666,0.01639549767623639,0.9836045023237636,Standard,timber,365.0,0.0,Good,Never,Suspended,-1.89091,29.37094,10.0,80.8
471,1007674,0.0549496721427944,0.9450503278572056,Standard,none,28.0,0.0,Good,Never,Suspended,-1.92899,29.4801,10.0,90.0
472,1007678,0.055956333552745936,0.9440436664472541,Standard,none,365.0,0.0,Good,Never,Suspended,-2.02475,29.41743,10.0,64.0
473,1007679,0.0008484727738718824,0.9991515272261281,Standard,timber,36.0,0.0,Good,Never,Suspended,-1.954166,29.3577,10.0,34.5
474,1007680,0.37758500692044566,0.6224149930795544,Outside of current engineering scope,timber,120.0,4.0,Good,Year Round,Suspension,-1.9331389,30.0493999,10.0,40.0
475,1007897,0.36792821017759925,0.6320717898224009,Standard,none,365.0,3.0,Good,Never,Suspended,-1.75261,29.81207,10.0,95.0
477,1009071,0.5458436287311309,0.45415637126886904,unknown,timber,90.0,1.0,Fair,unknown,unknown,-1.7056,29.30982,10.0,44.0
478,1009329,0.4315307669128959,0.5684692330871041,Standard,none,365.0,0.0,unknown,unknown,Suspended,-1.829439,29.882134,1.7,65.0
479,1009553,0.33105222523785327,0.6689477747621468,Requires additional engineering,boat,18.0,0.0,Good,Year Round,Suspension,-1.7338888889,29.6563888889,10.0,186.0
480,1009554,0.06812189103907504,0.9318781089609249,unknown,unknown,0.0,0.0,unknown,unknown,unknown,-1.730472,29.662278,10.0,44.0
481,1009702,0.9998196392751633,0.0001803607248367668,Standard,timber,38.0,1.0,Good,Year Round,Suspension,-1.61168,30.15833,10.0,62.0
482,1009703,0.9998196392751633,0.0001803607248367668,Standard,timber,30.0,0.0,Good,Seasonally,Suspension,-1.60178,30.15318,10.0,60.0
483,1009704,0.9997949981296916,0.00020500187030829937,Standard,timber,30.0,0.0,Fair,Never,Suspended,-1.44911,30.04685,10.0,66.0
484,1009705,0.9998375517475316,0.00016244825246836424,Requires additional engineering,timber,0.0,0.0,Fair,Year Round,Suspension,-1.464697,30.056749,10.0,50.0
485,1009706,0.9998086301222003,0.0001913698777997403,Standard,timber,12.0,3.0,Good,Year Round,Suspension,-1.46305,30.0909,10.0,59.4
486,1009707,0.24289628174030015,0.7571037182596998,Standard,timber,32.0,0.0,Good,Seasonally,Suspension,-1.65897,30.114,10.0,78.0
487,1009710,0.05213416793670039,0.9478658320632996,Standard,timber,48.0,1.0,Good,Year Round,Suspension,-1.7012,30.20941,10.0,45.5
488,1009711,0.9998175926344125,0.00018240736558751088,Standard,timber,28.0,1.0,Good,Year Round,Suspension,-1.47875,30.10468,10.0,32.0
489,1009712,0.9998088677252073,0.00019113227479268971,Standard,timber,24.0,2.0,Good,Year Round,Suspension,-1.44522,30.08827,10.0,59.0
490,1009713,0.9998178161942934,0.0001821838057065451,Standard,timber,36.0,0.0,Good,Year Round,Suspension,-1.55224,30.16326,10.0,80.0
491,1009715,0.999823889386651,0.00017611061334888174,Standard,timber,0.0,0.0,Good,Year Round,Suspension,-1.51969,30.15237,10.0,42.0
492,1009716,0.999816318097382,0.00018368190261798938,Standard,none,14.0,1.0,Good,Never,Suspended,-1.54881,30.13056,10.0,70.0
494,1010404,0.06833549064378999,0.93166450935621,unknown,unknown,46.0,0.0,Good,Year Round,unknown,-2.682028,29.703194,10.0,44.0
495,1010405,0.11039797316623548,0.8896020268337645,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-2.751556,29.717861,10.0,44.0
496,1010406,0.03803801980169531,0.9619619801983047,unknown,unknown,46.0,0.0,Good,Seasonally,unknown,-1.75995,29.66276667,10.0,44.0
497,1010409,0.6569631381947739,0.3430368618052261,Standard,timber,14.0,0.0,Good,Year Round,Suspension,-2.17554,30.69667,0.8,30.0
499,1010411,0.009268678142899842,0.9907313218571002,Standard,timber,5.0,0.0,Good,Never,Suspension,-2.16658,29.70104,0.8,32.0
500,1010423,0.003893740357096493,0.9961062596429036,Standard,timber,21.0,0.0,Good,Never,Suspension,-2.12023,29.6893,0.8,30.0
503,1010428,0.667878835939172,0.3321211640608281,Standard,none,365.0,4.0,Good,Year Round,Suspended,-2.15158,30.65636,1.8,46.0
504,1010572,0.9998272867792694,0.0001727132207306629,Requires additional engineering,timber,16.0,0.0,Good,Year Round,Suspended,-1.57746,30.13654,10.0,40.0
505,1010573,0.9998256691131283,0.00017433088687159967,Requires additional engineering,timber,15.0,0.0,Good,Year Round,Other,-1.59687,30.15019,10.0,44.0
506,1010574,0.44371818266623314,0.5562818173337668,unknown,timber,90.0,0.0,unknown,unknown,unknown,-1.564607,30.107231,0.0,2.5
507,1010575,0.9998272867792694,0.00017271322073066287,unknown,unknown,46.0,0.0,unknown,Seasonally,unknown,-1.565258,30.110382,10.0,44.0
508,1010576,0.6566974606508834,0.34330253934911664,unknown,timber,46.0,2.0,unknown,Seasonally,unknown,-1.554772,30.129922,0.2,4.0
509,1010577,0.999816318097382,0.00018368190261798938,Standard,timber,16.0,0.0,Good,Year Round,Suspended,-1.53982,30.12754,10.0,71.0
510,1010578,0.20739869006940045,0.7926013099305995,Standard,timber,60.0,0.0,Good,Year Round,Suspension,-1.675363,30.097712,10.0,33.0
511,1010579,0.18147032219185483,0.8185296778081452,Requires additional engineering,timber,60.0,0.0,Good,Year Round,Suspension,-1.66842,30.100122,10.0,49.0
512,1010580,0.5473621613012211,0.45263783869877905,unknown,unknown,46.0,0.0,unknown,Seasonally,unknown,-1.575188,30.144215,10.0,3.0
513,1010581,0.9998245279045026,0.00017547209549737268,Requires additional engineering,timber,48.0,0.0,Good,Year Round,Suspended,-1.58735,30.14216,10.0,53.8
514,1010583,0.23355834037572967,0.7664416596242704,unknown,jumping,46.0,0.0,unknown,unknown,unknown,-1.65891,30.114194,10.0,2.0
515,1010839,0.9995354973096798,0.0004645026903201466,unknown,timber,45.0,0.0,Fair,Year Round,unknown,-1.506683,30.023419,10.0,3.5
517,1010842,0.3253620855863092,0.6746379144136908,unknown,timber,90.0,0.0,Fair,Year Round,unknown,-1.621819,30.165954,10.0,3.0
518,1010843,0.1074012976698411,0.8925987023301589,Requires additional engineering,timber,30.0,0.0,Good,Year Round,Suspended,-1.6623,30.08107,10.0,70.0
519,1010844,0.06262997447147355,0.9373700255285264,unknown,timber,30.0,0.0,Fair,Year Round,unknown,-1.729575,30.231912,10.0,3.0
520,1010845,0.04952146624678871,0.9504785337532112,Standard,timber,0.0,0.0,Good,Year Round,Suspension,-1.77241,30.22087,10.0,52.0
521,1010846,0.04952146624678871,0.9504785337532112,unknown,unknown,46.0,0.0,Good,Year Round,Other,-1.76133,30.20837,10.0,44.0
522,1010847,0.05147129271372925,0.9485287072862708,unknown,unknown,46.0,0.0,Good,Year Round,unknown,-1.69718,30.20613,10.0,44.0
523,1010849,0.9988920770201583,0.0011079229798417456,Requires additional engineering,timber,40.0,2.0,Fair,Year Round,Suspension,-1.53941,30.00825,10.0,66.0
524,1010908,0.08478048863322815,0.9152195113667718,Standard,timber,10.0,0.0,Good,Never,Suspended,-1.71461,30.08255,10.0,40.0
525,1010915,0.015011371179289952,0.98498862882071,Standard,timber,50.0,0.0,Good,Year Round,Suspended,-1.71943,30.11859,10.0,89.0
526,1011302,0.060162601169298856,0.939837398830701,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-1.92295,29.47887,10.0,44.0
527,1011303,0.060560841187032456,0.9394391588129675,Standard,timber,60.0,0.0,Good,Never,Suspended,-1.9386111,29.45666,10.0,30.0
528,1011304,0.06062990336861217,0.9393700966313878,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-1.948219,29.479638,10.0,44.0
529,1011305,0.057316412071413116,0.942683587928587,Standard,timber,28.0,0.0,Good,Year Round,Suspended,-1.94222,29.485,10.0,68.0
530,1011306,0.05653424566574899,0.943465754334251,Standard,timber,28.0,2.0,Good,Never,Suspended,-1.94833,29.493611,10.0,73.0
531,1011308,0.1918872448642714,0.8081127551357286,Standard,timber,180.0,0.0,Fair,Never,Suspended,-1.777574,29.377044,10.0,8.0
532,1011311,0.21741282190105993,0.7825871780989401,unknown,timber,180.0,0.0,Fair,Seasonally,unknown,-1.7553,29.373762,10.0,11.0
533,1011313,0.060560841187032456,0.9394391588129675,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-1.94245,29.470675,10.0,44.0
534,1011314,0.05356401643795858,0.9464359835620415,unknown,timber,150.0,0.0,Fair,Seasonally,unknown,-1.936309,29.478881,10.0,2.0
535,1011316,0.059253356427621855,0.9407466435723781,unknown,unknown,46.0,0.0,unknown,unknown,unknown,-1.89213,29.45658,10.0,44.0
536,1011330,0.9998086301222003,0.0001913698777997403,Requires additional engineering,timber,27.0,2.0,Good,Year Round,Suspension,-1.43057,30.0783,10.0,66.0
537,1011331,0.10914511990595555,0.8908548800940445,Standard,timber,36.0,0.0,Good,Seasonally,Suspended,-1.70215,30.07467,10.0,40.0
538,1012380,0.1700179415757244,0.8299820584242755,Standard,none,30.0,2.0,Nonexistent,Year Round,Suspension,-2.266448,29.647273,1.4,45.0
539,1012493,0.40205045713949433,0.5979495428605057,unknown,unknown,46.0,0.0,unknown,unknown,Other,-1.65595,30.07884,10.0,44.0
540,1012540,0.39596832991922754,0.6040316700807724,Standard,timber,8.0,1.0,Good,Year Round,Suspension,-1.70683,29.91433,10.0,48.0
541,1012543,0.5888484202365465,0.4111515797634535,Standard,"walking through water when river is not flood when ,when it floods they can't cross",1.0,0.0,Fair,Never,Suspension,-1.88597,29.65868,10.0,33.0
542,1012544,0.5888484202365465,0.4111515797634535,Standard,"walking on foot through water,or one who is scared stays on his or her side without crossing",4.0,6.0,Fair,Seasonally,Suspension,-1.88597,29.651,10.0,37.0
543,1012545,0.8101666185793204,0.1898333814206796,Standard,timber,1.0,0.0,Fair,Never,Suspended,-1.93678,29.63541,10.0,31.0
544,1012546,0.7540158922397966,0.24598410776020346,Standard,timber,1.0,0.0,Good,Never,Suspended,-1.88360333,29.62528667,10.0,35.5
545,1012547,0.08646735719480556,0.9135326428051945,Standard,none,21.0,0.0,Good,Year Round,Suspension,-2.18874,29.69027,0.2,30.0
546,1012549,0.41194294075282467,0.5880570592471753,Standard,timber,90.0,0.0,Good,Never,Suspension,-1.6680555556,29.8036111111,10.0,62.0
547,1012696,4.0289329831417075e-05,0.9999597106701685,Standard,timber,15.0,0.0,Fair,Seasonally,Suspended,-2.49157,29.42108,0.5,59.0
548,1012697,0.02500212800768531,0.9749978719923147,Standard,timber,15.0,3.0,Fair,Seasonally,Suspended,-2.424161,29.542492,0.0,61.0
549,1012698,0.9964647886504198,0.003535211349580253,Standard,timber,60.0,0.0,Fair,Year Round,Suspension,-1.59361,30.01151,10.0,60.0
550,1012699,0.19601560493325815,0.8039843950667418,Standard,timber,14.0,0.0,Fair,Year Round,Suspension,-2.22162,29.61977,0.4,30.0
551,1012700,0.05587936070906129,0.9441206392909388,Standard,timber,14.0,0.0,Good,Year Round,Suspended,-2.22283,29.65287,3.4,72.0
552,1012701,0.3411535130390046,0.6588464869609955,Standard,none,21.0,0.0,Good,Year Round,Suspended,-2.23697,29.73556,0.4,56.0
553,1012797,0.9945936156937389,0.005406384306261017,Standard,timber,6.0,0.0,Good,Year Round,Suspended,-1.62068,29.95006,10.0,35.0
554,1012798,0.9853770852242241,0.014622914775775936,Standard,timber,7.0,0.0,Good,Year Round,Suspension,-1.63296,29.93438,10.0,45.0
555,1012799,0.8265979114247942,0.1734020885752058,Standard,timber,21.0,1.0,Good,Year Round,Suspended,-1.67984,29.51707,10.0,62.0
556,1012801,0.0007095702865002819,0.9992904297134997,Standard,very small trees,70.0,2.0,Good,Seasonally,Suspension,-2.4418,29.44929833,0.0,67.8
557,1012802,0.0008180921215523584,0.9991819078784477,Standard,timber,60.0,0.0,Good,Seasonally,Suspended,-2.43705833,29.44304667,2.0,84.0
558,1012803,0.001830489944733575,0.9981695100552664,Standard,timber,20.0,0.0,Fair,Seasonally,Suspended,-2.42353667,29.46039667,0.5,64.0
559,1012804,0.020308504449875735,0.9796914955501242,Standard,timber,4.0,0.0,Good,Never,Suspension,-1.6225,29.66777,10.0,41.0
560,1012805,0.002111584746394221,0.9978884152536057,Standard,timber,6.0,1.0,Good,Seasonally,Suspended,-2.42504833,29.42907333,0.3,53.5
561,1012806,0.00019536116223997378,0.9998046388377599,Standard,timber,30.0,2.0,Good,Seasonally,Suspension,-2.43816,29.39109667,0.7,50.0
562,1012808,0.0018220899182169747,0.998177910081783,Standard,timber,0.0,1.0,Fair,Seasonally,Suspension,-2.10805,29.79286,10.0,36.0
563,1012812,0.00048559488326472194,0.9995144051167353,Standard,none,28.0,0.0,Good,Year Round,Suspended,-1.974166,29.3933,10.0,76.0
564,1012814,0.0006232274709951741,0.9993767725290048,Standard,none,25.0,0.0,Good,Never,Suspended,-1.9775,29.385,10.0,40.0
565,1012818,0.02646156918116338,0.9735384308188365,Standard,timber,10.0,0.0,Good,Seasonally,Suspended,-2.31818,29.425777,0.5,30.0
566,1012819,0.003463896918097775,0.9965361030819022,Standard,timber,15.0,1.0,Good,Seasonally,Suspended,-2.367013,29.437399,5.8,108.0
567,1012832,0.2737993507030421,0.7262006492969579,Standard,timber,30.0,0.0,Good,Seasonally,Suspension,-2.3098,29.69524,0.2,42.0
568,1012833,0.3513099418275459,0.6486900581724541,Standard,timber,0.0,0.0,Good,Year Round,Suspension,-2.34876,29.68835,0.2,30.0
