,Project_code,Unsuitable,Suitable,Bridge_classification,Crossing,Days_per_year_river_is_flooded,River_crossing_injuries_in_last_3_years,Cell_service_quality,4WD_Accessibility,Bridge_Type,Proposed_Bridge_Location(GPS)(Latitude),Proposed_Bridge_Location(GPS)(Longitude),Height_differential_between_banks,Estimated_span(m)
569,1012834,0.4180855643442546,0.5819144356557454,Standard,timber,60.0,7.0,Good,Year Round,Suspension,-2.37584,29.68033,0.4,56.0
570,1012949,0.00656624677878408,0.9934337532212159,Standard,timber,25.0,0.0,Fair,Seasonally,Suspension,-2.00518138,29.7139582,10.0,39.0
571,1012954,0.5379852905424785,0.46201470945752154,Standard,none,365.0,4.0,Fair,Seasonally,Suspended,-1.73435,29.66043,10.0,126.0
572,1012955,0.5379852905424785,0.4620147094575216,Standard,bridge in disrepair,365.0,3.0,Fair,Seasonally,Suspension,-1.77229,29.66985,10.0,108.0
573,1012957,0.04015869271922169,0.9598413072807783,Standard,none,60.0,0.0,Fair,Never,Suspended,-1.78470369,29.68177755,10.0,37.0
574,1012958,0.169831358745256,0.830168641254744,Standard,none,60.0,0.0,Fair,Year Round,Suspended,-1.79307191,29.6751037,10.0,73.0
575,1012972,0.9744815125049788,0.02551848749502123,Standard,timber,36.0,0.0,Good,Year Round,Suspension,-1.55437,29.85284,10.0,57.0
576,1012973,0.9577034602576527,0.042296539742347226,Standard,timber,36.0,0.0,Good,Year Round,Suspension,-1.56439,29.85781,10.0,67.0
577,1012974,0.9636663456080109,0.03633365439198905,Standard,timber,36.0,0.0,Fair,Year Round,Suspension,-1.54643,29.84546,10.0,69.0
578,1012975,0.983945388893525,0.016054611106474995,Standard,timbet,63.0,0.0,Fair,Year Round,Suspension,-1.55797,29.86744,10.0,53.0
579,1012976,0.9943591920247294,0.005640807975270593,Standard,timber,63.0,0.0,Fair,Year Round,Suspension,-1.57513,29.87746,10.0,40.0
580,1012977,0.9068213519997149,0.093178648000285,Standard,timber,63.0,1.0,Good,Never,Suspended,-1.58122,29.88095,10.0,82.0
581,1012978,0.016491359264643544,0.9835086407353565,Standard,timber,15.0,0.0,Good,Never,Suspended,-2.427205,29.475815,2.7,41.0
582,1012979,0.016932820469494864,0.9830671795305052,Standard,timber,0.0,0.0,Good,Never,Suspended,-2.422048,29.465853,0.7,33.0
583,1012981,0.10696148330028007,0.8930385166997199,Standard,none,15.0,0.0,Good,Never,Suspended,-2.295722,29.551741,0.5,58.0
584,1012982,0.020677735652699585,0.9793222643473004,Standard,"none, washed away by floods",10.0,0.0,Good,Never,Suspension,-2.395584,29.487653,1.0,30.0
585,1012985,0.0061169615567918285,0.9938830384432081,Standard,timber,15.0,0.0,Good,Never,Suspended,-2.433943,29.46317,3.3,48.0
586,1012987,0.0004855948832647219,0.9995144051167353,Standard,none,60.0,2.0,Good,Never,Suspended,-1.9788,29.378611,10.0,69.4
587,1012988,0.0004855948832647219,0.9995144051167353,Standard,none,32.0,0.0,Good,Year Round,Suspended,-1.97027,29.3844,10.0,109.0
588,1012989,0.054868146753071514,0.9451318532469285,Standard,none,28.0,0.0,Good,Seasonally,Suspended,-1.93166,29.4955,10.0,93.0
589,1012990,0.03332704293998988,0.9666729570600101,Standard,none,365.0,0.0,Good,Year Round,Suspended,-1.975,29.38805,10.0,87.0
590,1012991,0.060093538987719144,0.9399064610122808,Standard,timber,15.0,0.0,Good,Year Round,Suspension,-1.9222,29.473611,10.0,31.0
591,1012992,4.636932746203154e-05,0.999953630672538,Standard,none,12.0,0.0,Fair,Seasonally,Suspended,-2.45957,29.42245333,1.4,58.0
592,1012993,2.2283861061005588e-05,0.9999777161389389,Standard,timber,120.0,5.0,Fair,Seasonally,Suspension,-2.48689,29.416145,0.7,51.4
593,1012994,0.005608017382012848,0.9943919826179871,Standard,timber,20.0,2.0,Fair,Seasonally,Suspended,-2.37318833,29.42095333,1.0,57.4
594,1012995,0.008674003595671002,0.991325996404329,Standard,none,20.0,2.0,Fair,Seasonally,Suspended,-2.37023167,29.42249833,1.7,52.4
595,1012996,0.0063555105206812125,0.9936444894793188,Standard,timber,20.0,2.0,Fair,Seasonally,Suspension,-2.368775,29.42337667,1.0,56.4
596,1012998,0.01639939969747394,0.983600600302526,Standard,timber,28.0,0.0,Good,Seasonally,Suspension,-2.52520667,29.50410667,2.4,47.0
597,1012999,0.007241547496904004,0.9927584525030959,Standard,timber,40.0,3.0,Fair,Seasonally,Suspended,-2.34743667,29.4097,0.7,53.8
598,1013000,0.007241547496904004,0.9927584525030959,Standard,timber,24.0,3.0,Fair,Seasonally,Suspension,-2.35571333,29.4072,1.0,61.8
599,1013001,0.007241547496904005,0.9927584525030959,Standard,timber,50.0,3.0,Good,Seasonally,Suspension,-2.373135,29.40052667,2.6,54.0
600,1013002,0.35486782775084313,0.6451321722491568,Standard,none,60.0,0.0,Good,Never,Suspension,-2.26129,29.74834,0.0,60.0
601,1013003,0.3311143588780077,0.6688856411219923,Standard,timber,7.0,0.0,Good,Never,Suspension,-2.27217,29.76871,0.2,30.0
602,1013004,0.3311143588780077,0.6688856411219923,Standard,timber,7.0,0.0,Good,Never,Suspension,-2.28832,29.75688,0.8,30.0
603,1013005,0.3060165916399991,0.6939834083600009,Standard,timber,60.0,0.0,Good,Never,Suspension,-2.2864,29.73414,0.4,30.0
604,1013006,0.3151827401994338,0.6848172598005662,Standard,timber,0.0,0.0,Good,Year Round,Suspended,-2.28569,29.71634,1.0,30.0
605,1013007,0.2915425460264914,0.7084574539735086,Standard,timber,0.0,0.0,Fair,Year Round,Suspended,-2.28603,29.67857,0.8,30.0
606,1013008,0.4125915492631957,0.5874084507368044,Standard,none,40.0,6.0,Good,Never,Suspension,-2.35939,29.6848,0.2,30.0
607,1013009,0.4057870523229143,0.5942129476770857,Standard,bridge in disrepair,0.0,0.0,Fair,Year Round,Suspension,-2.39148,29.69369,0.8,30.0
608,1013010,0.327576418932233,0.672423581067767,Standard,timber,7.0,0.0,Good,Year Round,Suspension,-2.34749,29.79864,0.2,32.0
609,1013012,0.353942602467587,0.646057397532413,Standard,none,30.0,0.0,Good,Year Round,Suspension,-2.33834,29.84104,0.0,30.0
610,1013013,0.3507193414381134,0.6492806585618867,Standard,timber,7.0,0.0,Good,Year Round,Suspension,-2.38034,29.86227,0.4,30.0
611,1013014,0.3507193414381134,0.6492806585618867,Standard,timber,0.0,0.0,Good,Year Round,Suspension,-2.37474,29.86776,0.4,30.0
612,1013015,0.41402983788219944,0.5859701621178006,Standard,timber,90.0,0.0,Good,Year Round,Suspension,-2.34365,29.72707,0.2,50.0
613,1013018,0.9989642334073565,0.0010357665926434285,Standard,none,30.0,0.0,Good,Year Round,Suspension,-1.61591,29.45511,10.0,23.0
614,1013019,0.6508732864888725,0.3491267135111274,Standard,none,67.0,3.0,Fair,Never,Suspended,-1.66374,29.4215,10.0,40.0
615,1013020,0.3509858753781098,0.6490141246218902,Standard,timber,90.0,0.0,Good,Year Round,Suspended,-1.68764,29.5561,10.0,58.0
616,1013021,0.13481431870804972,0.8651856812919503,Standard,unknown,46.0,0.0,Good,Year Round,Suspended,-1.67981,29.58516,10.0,45.0
617,1013022,0.1348143187080497,0.8651856812919503,Standard,timber,60.0,0.0,Fair,Year Round,Suspended,-1.67288,29.57468,10.0,30.0
618,1013023,0.08950378498960654,0.9104962150103935,Standard,timber,60.0,0.0,Good,Year Round,Suspended,-1.66939,29.59021,10.0,34.0
619,1013024,0.03781648262630222,0.9621835173736978,Standard,none,60.0,2.0,Fair,Never,Suspended,-1.63099,29.58643,10.0,55.0
620,1013026,0.1348143187080497,0.8651856812919503,Standard,timber,45.0,0.0,Fair,Never,Suspended,-1.67288,29.57468,10.0,30.0
622,1013028,0.8631718982341706,0.13682810176582938,Standard,timber,37.0,1.0,Good,Year Round,Suspended,-1.68216,29.46831,10.0,51.0
623,1013216,0.01482357400658586,0.9851764259934142,Standard,timber,26.0,1.0,Good,Seasonally,Suspension,-2.53163167,29.53586,0.3,56.4
624,1013217,0.010231082080677398,0.9897689179193226,Standard,timber,56.0,3.0,Good,Seasonally,Suspended,-2.53568,29.5136,0.7,71.4
625,1013219,0.07265239979486618,0.9273476002051338,Standard,none,50.0,1.0,Good,Seasonally,Suspension,-2.500105,29.56810167,2.1,35.0
626,1013221,0.07265239979486618,0.9273476002051338,Standard,vehicular bridge in 3km away from the proposed footbridge,50.0,1.0,Fair,Seasonally,Suspended,-2.50142333,29.55574,2.9,38.6
627,1013223,0.9172172150912157,0.0827827849087843,Standard,timber,36.0,1.0,Fair,Never,Suspension,-1.51139,29.81161,10.0,80.0
628,1013224,0.05831702969751813,0.9416829703024819,Standard,timber,40.0,0.0,Good,Seasonally,Suspension,-2.50159333,29.54305167,1.3,38.4
629,1013227,0.8191047380462793,0.1808952619537208,Standard,timber,36.0,1.0,Good,Never,Suspension,-1.51287,29.8126,10.0,44.0
630,1013228,0.9939322974935971,0.006067702506402877,Standard,timber,32.0,0.0,Good,Never,Suspended,-1.55931,29.88196,10.0,46.0
631,1013229,0.9977945982369125,0.0022054017630874644,Outside of current engineering scope,none,40.0,0.0,Good,Never,Other,-1.59194,29.89186,10.0,36.8
632,1013230,0.9992576265454947,0.0007423734545053837,Standard,timber,20.0,0.0,Good,Never,Suspended,-1.605,29.89527,10.0,35.0
633,1013232,0.9982743536659419,0.0017256463340581552,Standard,timber,28.0,0.0,Good,Year Round,Suspended,-1.59537,29.89217,10.0,40.0
634,1013234,0.9982618433409425,0.001738156659057454,Standard,timber,60.0,1.0,Fair,Never,Suspended,-1.60203,29.89157,10.0,35.0
635,1013235,0.9075851149425552,0.09241488505744481,Standard,none,120.0,1.0,Fair,Never,Suspended,-1.59993,29.85702,10.0,102.8
636,1013236,0.9851519159951774,0.014848084004822706,Standard,none,78.0,0.0,Fair,Never,Suspended,-1.59631,29.85719,10.0,45.0
637,1013237,0.9766950800920864,0.023304919907913602,Standard,timber,66.0,0.0,Fair,Seasonally,Suspension,-1.61204,29.86299,10.0,57.4
638,1013238,0.8265189579622448,0.17348104203775522,Requires additional engineering,timber,66.0,0.0,Fair,Never,Suspended,-1.60708,29.85897,10.0,112.4
639,1013239,0.9945801399033464,0.005419860096653658,Requires additional engineering,timber,84.0,0.0,Good,Year Round,Suspended,-1.5999,29.88097,10.0,42.0
640,1013240,0.9075851149425551,0.0924148850574448,Standard,none,78.0,0.0,Fair,Never,Suspended,-1.6032,29.85826,10.0,70.0
641,1013241,0.08565934213504299,0.914340657864957,Standard,timber,84.0,0.0,Good,Year Round,Suspended,-1.758679,29.8733,10.0,51.0
642,1013242,0.988645337446104,0.011354662553896026,Standard,timber,84.0,0.0,Good,Year Round,Suspended,-1.59526,29.87748,10.0,51.0
643,1013243,0.999080366214133,0.0009196337858670145,Standard,timber,0.0,0.0,unknown,unknown,Other,-1.59855,29.89346,10.0,10.0
644,1013244,0.9992418499824005,0.0007581500175994663,Standard,timber,0.0,0.0,unknown,unknown,Other,-1.58391,29.85683,10.0,5.0
645,1013245,0.999305136456622,0.0006948635433779397,Standard,timber,0.0,0.0,unknown,unknown,Other,-1.60154,29.88182,10.0,27.0
646,1013246,0.9625562248861446,0.03744377511385547,Requires additional engineering,timber,60.0,1.0,Good,Never,Suspended,-1.56507,29.83916,10.0,66.0
647,1013247,0.012552478879828133,0.9874475211201718,Standard,timber,52.0,0.0,Fair,Never,Suspended,-2.01790012,29.67739076,10.0,30.0
648,1013248,0.008487022751546813,0.9915129772484531,Standard,timber,51.0,1.0,Fair,Seasonally,Suspension,-2.0118896,29.68145493,10.0,35.0
651,1013251,0.008487022751546813,0.9915129772484531,Standard,timber,37.0,0.0,Fair,Seasonally,Suspended,-2.02696824,29.69545811,10.0,32.0
652,1013252,0.3424365793975677,0.6575634206024323,Standard,timber,35.0,2.0,unknown,Never,Suspension,-1.83974569,29.70503476,10.0,30.0
653,1013253,0.4158425130535818,0.5841574869464183,Standard,timber,33.0,0.0,Fair,Seasonally,Suspension,-1.85356287,29.67139626,10.0,30.0
654,1013254,0.23991830165113143,0.7600816983488686,Standard,timber,53.0,0.0,Fair,Seasonally,Suspension,-1.8784817,29.69778352,10.0,35.0
655,1013255,0.4855394719894405,0.5144605280105595,Standard,boat,365.0,6.0,Good,Seasonally,Suspended,-1.87302569,29.67017014,10.0,167.0
656,1013257,0.049911992657617775,0.9500880073423822,Standard,none,40.0,0.0,Fair,Seasonally,Suspended,-1.81917977,29.69307801,10.0,45.0
657,1013258,0.04991199265761778,0.9500880073423822,Standard,none,80.0,0.0,Fair,Never,Suspension,-1.81408288,29.67507767,10.0,40.0
658,1013259,0.008487022751546813,0.9915129772484531,Standard,timber,55.0,2.0,Fair,Never,Suspension,-2.01273958,29.69851613,10.0,35.0
659,1013260,0.0074059248618149765,0.992594075138185,Standard,timber,45.0,0.0,Good,Seasonally,Suspension,-2.01273958,29.69851613,10.0,40.0
660,1013261,0.01250043972319183,0.9874995602768081,Standard,none,38.0,0.0,Fair,Never,Suspension,-1.99297066,29.68900376,10.0,32.0
661,1013262,0.02463447453653651,0.9753655254634636,Standard,timber,25.0,0.0,Fair,Seasonally,Suspension,-1.99009157,29.667002,10.0,31.0
662,1013268,0.2913278841544295,0.7086721158455704,Standard,timber,14.0,0.0,Good,Never,Suspension,-2.40452,29.83705,0.0,30.0
663,1013269,0.3994428687905435,0.6005571312094565,Standard,timber,30.0,0.0,Good,Year Round,Suspension,-2.33172,29.88638,0.2,30.0
664,1013270,0.3934874189214648,0.6065125810785351,Standard,timber,0.0,0.0,Nonexistent,Year Round,Suspension,-2.35699,29.93402,0.0,30.0
665,1013271,0.336355576431279,0.663644423568721,Standard,timber,0.0,0.0,Fair,Year Round,Suspension,-2.33736,29.8197,0.6,30.0
666,1013272,0.5492579834384657,0.45074201656153434,Standard,timber,0.0,0.0,Good,Year Round,Suspension,-2.29712,29.93744,0.4,30.0
667,1013274,0.37130515001212555,0.6286948499878744,Standard,none,30.0,5.0,Good,Year Round,Suspended,-2.30781,29.81484,1.2,32.0
668,1013276,0.4232234023046154,0.5767765976953846,Standard,timber,70.0,0.0,Good,Year Round,Suspension,-2.3084,29.88881,0.2,32.0
669,1013277,0.12039472405686631,0.8796052759431338,Standard,none,60.0,0.0,Good,Never,Suspension,-2.45455,29.85668,0.2,30.0
670,1013278,0.13749177640987253,0.8625082235901275,Standard,none,90.0,5.0,Good,Never,Suspension,-2.45118,29.87035,0.6,60.0
671,1013279,0.13018642378621423,0.8698135762137857,Standard,timber,60.0,20.0,Good,Year Round,Suspension,-2.45403,29.84815,0.2,40.0
673,1013282,0.1629607119063607,0.8370392880936394,Standard,timber,8.0,0.0,Fair,Never,Suspension,-2.28862,29.604975,0.1,30.0
674,1013283,0.15025603423410985,0.8497439657658902,Standard,none,10.0,1.0,Good,Never,Suspended,-2.335233,29.499042,3.9,46.0
675,1013284,0.10724544713241872,0.8927545528675812,Standard,timber,0.0,0.0,Good,Never,Suspended,-2.337125,29.525828,0.9,60.0
676,1013285,0.021940996322665274,0.9780590036773348,Standard,none,10.0,0.0,Good,Never,Suspended,-2.37564,29.490052,0.7,30.0
677,1013286,0.03893770065329676,0.9610622993467032,Standard,none,15.0,1.0,Good,Never,Suspended,-2.37027,29.484132,1.1,50.0
678,1013287,0.11352654540794045,0.8864734545920596,Standard,timber,25.0,0.0,Good,Never,Suspended,-2.331309,29.535533,1.4,53.0
679,1013288,0.11213221340891319,0.8878677865910868,Standard,timber,0.0,0.0,Fair,Seasonally,Suspension,-2.290274,29.569592,0.6,40.0
680,1013290,0.3772559474017391,0.6227440525982609,Standard,timber,25.0,3.0,Fair,Never,Suspension,-2.271943,29.514311,1.3,40.0
685,1013301,0.22109185784617238,0.7789081421538276,Standard,timber,15.0,0.0,Good,Never,Suspended,-1.585599,29.749456,0.1,80.0
686,1013305,0.0355304787751625,0.9644695212248375,Standard,none,10.0,0.0,Good,Never,Suspension,-1.583976,29.74787,0.3,35.0
687,1013309,0.042142945547957625,0.9578570544520424,Standard,timber,46.0,0.0,unknown,Never,Suspension,-1.562608,29.705632,0.1,50.0
688,1013311,0.014409120101240439,0.9855908798987595,Standard,timber,10.0,1.0,Good,Never,Suspension,-1.545719,29.67259,0.3,40.0
689,1013312,0.029096859773196405,0.9709031402268036,Standard,timber,10.0,0.0,Good,Never,Suspended,-1.557449,29.728546,0.1,40.0
690,1013313,0.1618697849157151,0.8381302150842849,Standard,timber,15.0,0.0,Good,Never,Suspended,-1.566405,29.731918,7.3,80.0
691,1013314,0.15998815883103404,0.840011841168966,Standard,timber,20.0,0.0,unknown,Never,Suspended,-1.576444,29.728154,3.1,80.0
692,1013315,0.13533266506649036,0.8646673349335097,Standard,none,20.0,1.0,Good,Never,Suspension,-1.536183,29.706608,0.1,66.0
693,1013316,0.9995422017636081,0.00045779823639202324,Standard,timber,78.0,0.0,Good,Year Round,Suspension,-1.50342,29.95362,10.0,35.0
694,1013317,0.9996050670362024,0.0003949329637975124,Standard,timber,72.0,0.0,Good,Never,Suspended,-1.50145,29.95181,10.0,57.0
695,1013318,0.9989258933119484,0.0010741066880516476,Standard,none,96.0,1.0,Good,Year Round,Suspended,-1.56761,29.99711,10.0,30.0
696,1013319,0.9995806309816186,0.0004193690183813362,Standard,timber,52.0,0.0,Good,Seasonally,Suspended,-1.49022,29.95422,10.0,71.0
697,1013320,0.6626411387939379,0.337358861206062,Standard,timber,45.0,1.0,Fair,Year Round,Suspension,-1.49763,29.80603,10.0,50.0
698,1013321,0.4287500101837729,0.5712499898162271,Standard,timber,96.0,0.0,Good,Year Round,Suspended,-1.52521,29.78268,10.0,32.0
699,1013322,0.9653185672182699,0.03468143278173003,Standard,timber,96.0,0.0,Good,Never,Suspended,-1.52982,29.85156,10.0,35.0
700,1013323,0.9634404261736499,0.03655957382635002,Standard,timbet,96.0,0.0,Good,Year Round,Suspension,-1.51042,29.8463,10.0,46.0
701,1013324,0.9761019106984573,0.02389808930154262,Standard,timber,96.0,0.0,Good,Year Round,Suspension,-1.50887,29.84577,10.0,55.0
702,1013325,0.9952225742886753,0.004777425711324675,Standard,none,50.0,2.0,Good,Never,Suspended,-1.59185,29.923,10.0,48.0
703,1013326,0.9992634882176109,0.000736511782389135,Standard,timber,93.0,0.0,Good,Never,Suspended,-1.55462,29.98703,10.0,30.0
704,1013327,0.9992634882176109,0.000736511782389135,Standard,none,93.0,0.0,Good,Never,Suspended,-1.55547,29.98941,10.0,30.0
705,1013328,0.9986276024689654,0.0013723975310345156,Standard,timber,35.0,0.0,unknown,unknown,Other,-1.59045,29.93291,10.0,25.0
706,1013329,0.9993377452582123,0.0006622547417877508,Standard,timber,0.0,0.0,unknown,unknown,Other,-1.50973,29.92132,10.0,6.0
707,1013330,0.32488991969940384,0.6751100803005962,Standard,timber,0.0,0.0,unknown,unknown,Other,-1.5145,29.79785,10.0,11.0
708,1013331,0.14630116174263716,0.8536988382573628,Standard,none,60.0,5.0,Good,Year Round,Suspension,-2.4851,29.80904,0.2,30.0
709,1013332,0.1845985977011708,0.8154014022988292,Standard,none,30.0,0.0,Good,Never,Suspended,-2.46826,29.77101,1.8,42.0
710,1013333,0.26634812736310015,0.7336518726368999,Standard,none,0.0,0.0,Good,Never,Suspended,-2.3965,29.79099,1.2,56.0
711,1013334,0.23879220534217302,0.7612077946578271,Standard,concrete bridge,0.0,0.0,Good,Year Round,Suspension,-2.43844,29.7937,0.0,30.0
712,1013335,0.19297978283818784,0.8070202171618122,Standard,timber,0.0,0.0,Good,Year Round,Suspension,-2.4812,29.74129,0.0,30.0
713,1013336,0.15006808223159304,0.8499319177684069,Standard,timber,14.0,0.0,Good,Year Round,Suspension,-2.48378,29.68794,0.2,30.0
714,1013337,0.1582138635756882,0.8417861364243118,Standard,timber,14.0,0.0,Good,Year Round,Suspension,-2.49432,29.73509,0.2,30.0
715,1013338,0.21961584118951127,0.7803841588104887,Standard,timber,0.0,0.0,Good,Year Round,Suspended,-2.44354,29.7827,0.2,30.0
716,1013340,0.28928848267240376,0.7107115173275963,Standard,concrete,7.0,2.0,Good,Year Round,Suspension,-2.38471,29.76592,0.2,30.0
717,1013342,0.02476322218669394,0.9752367778133061,Standard,none,20.0,1.0,Good,Never,Suspension,-1.537665,29.700128,0.3,36.0
718,1013343,0.012178553323557068,0.9878214466764429,Standard,timber,30.0,2.0,Good,Never,Suspension,-1.497265,29.616601,0.7,40.0
719,1013345,0.011866151084026746,0.9881338489159732,Standard,timber,10.0,1.0,Good,Never,Suspension,-1.491395,29.626729,1.7,45.0
720,1013363,0.03336006650027114,0.9666399334997289,Standard,timber,60.0,0.0,Fair,Never,Suspended,-1.60288,29.59389,10.0,50.0
721,1013366,0.978582232175123,0.021417767824876977,Standard,timber,90.0,0.0,Good,Never,Suspended,-1.65036,29.52165,10.0,50.0
722,1013367,0.9253742685334535,0.0746257314665466,Standard,timber,30.0,0.0,Good,Never,Suspended,-1.64985,29.52289,10.0,44.0
723,1013368,0.9983432122968005,0.0016567877031995995,Standard,timber,60.0,0.0,Fair,Never,Suspended,-1.59466,29.47184,10.0,43.0
724,1013369,0.995236521774192,0.004763478225808014,Standard,timber,120.0,0.0,Good,Seasonally,Suspension,-1.64694,29.47735,10.0,35.0
725,1013370,0.9990402961793438,0.0009597038206562566,Standard,timber,60.0,0.0,Good,Year Round,Suspension,-1.62862,29.47369,10.0,33.0
726,1013371,0.9867287270441748,0.01327127295582513,unknown,unknown,0.0,0.0,unknown,Seasonally,unknown,-1.61452,29.47951,10.0,44.0
727,1013372,0.9987972553770773,0.0012027446229227238,Standard,timber,120.0,2.0,Fair,Never,Suspended,-1.61142,29.47289,10.0,49.0
