,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
1013779,1014350,1010428,1007604,1014353,1014348,1014354,1013780,1010576,1013320,1014366,1014426,1014239,1014360,1014043,1014364,1010409,1013837,1007606,1014355,1013779,1007600,1014044,1014361,1014370,1014432,1014570,1014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013780,1014350,1010428,1007604,1014353,1014348,1014354,1013780,1010576,1013320,1014366,1014426,1014239,1014360,1014043,1014364,1010409,1013837,1007606,1014355,1013779,1007600,1014044,1014361,1014370,1014432,1014570,1014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013781,1013783,1007649,1013782,1013781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013782,1013783,1007649,1013782,1013781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013783,1013783,1007649,1013782,1013781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013784,1013786,1013784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013785,1014265,1013785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013787,1007378,1007377,1014336,1013642,1013787,1013761,1013231,1007468,1014319,1013510,1013571,1013806,1010579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013788,1012809,1013482,1007556,1013788,1013691,1014345,1014121,1013270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013789,1013460,1013417,1007495,1014149,1013791,1013789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013790,1015561,1007325,1013277,1007583,1007349,1013790,1013793,1014347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013791,1013460,1013573,1013417,1012380,1014149,1013791,1013416,1013789,1012958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013793,1015561,1007325,1013277,1007583,1007349,1013790,1013793,1014347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013794,1009707,1014129,1013507,1007420,1013640,1013011,1013794,1013254,1013599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013795,1013687,1013504,1013502,1014322,1014124,1007498,1024587,1014373,1013795,1013331,1014594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013796,1014322,1013455,1014124,1014594,1013796,1013798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013797,1013454,1013750,1013797,1013627,1013732,1013284,1012981,1010843,1013762,1013893,1013871,1013490,1007500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013798,1014322,1013455,1014124,1014594,1013796,1013798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013799,1012823,1013450,1007423,1013799,1007497,1013898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013800,1007597,1014007,1012817,1012810,1007601,1013681,1012699,1013800,1013335,1011308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013801,1013801,1013611,1013333,1013639,1013542,1013689,1013671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013802,1010919,1012547,1013802,1013880,1013241,1013721,1007348,1013425,1013717,1010908,1010427,1010422,1013451,1013500,1013459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013803,1007547,1013803,1013712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013804,1011303,1014277,1014276,1011302,1011304,1007573,1014295,1012004,1011313,1011316,1011309,1013804,1012991,1007429,1007630,1013470,1013595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013807,1013729,1013656,1013225,1007381,1013807,1013753,1013684,1013653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013808,1011305,1022905,1013224,1013808,1013470,1013650,1011316,1013809,1007593,1007607,1013353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013809,1011305,1013224,1013643,1013568,1013808,1014603,1013650,1011306,1013644,1007593,1013809,1013353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013810,1013810,1013812,1007343,1013505,1014054,1013699,1007621,1007642,1007574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013811,1007419,1013554,1013811,1007542,1013922,1007398,1013919,1013540,1014323,1008002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013812,1013810,1013812,1007343,1013505,1014054,1013699,1007621,1007642,1007574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013813,1013813,1007489,1013480,1007390,1007499,1013763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013828,1014609,1014599,1013828,1022386,1022387,1022388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013829,1014057,1013829,1014543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013830,1007449,1014351,1014378,1013830,1014359,1013706,1014357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013831,1013498,1013494,1013831,1007598,1007432,1014040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013832,1012989,1013629,1011314,1013832,1013833,1014412,1014279,1013759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013833,1012989,1013629,1011314,1013832,1013833,1014412,1014279,1013759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013834,1014349,1013693,1007376,1013834,1014480,1012811,1007379,1007422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013835,1007449,1014312,1007603,1013835,1014357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013836,1013836,1014611,1014298,1014512,1014557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013837,1014350,1007604,1014431,1014474,1014422,1014434,1013780,1010576,1014491,1014421,1014428,1014426,1014472,1013019,1014363,1014425,1014793,1010409,1013837,1013779,1007600,1014361,1014370,1014432,1014570,1014371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013838,1014257,1014500,1014437,1013838,1014242,1014506,1014550,1014507,1014262,1014256,1014259,1014442,1014436,1014503,1014238,1014566,1014505,1014254,1007394,1014502,1014261,1014443,1014444,1014551,1014271,1014553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013839,1013737,1014380,1014468,1013839,1014565,1014042,1014004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013840,1007530,1014338,1013321,1014158,1007551,1013548,1012834,1014083,1014309,1014330,1013276,1009329,1013840,1007558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013846,1013862,1007561,1014032,1007578,1010941,1013546,1007485,1013846,1014062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013862,1013862,1007578,1007387,1014263,1013846,1014062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013864,1013476,1013864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013865,1014061,1013363,1013865,1013386,1013385,1012820,1014291,1012990,1014290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013868,1013287,1007325,1007482,1014315,1013418,1013734,1013868,1014347,1013733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013869,1014610,1013869,1014267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013871,1013454,1013750,1013797,1013627,1013732,1013284,1012981,1010843,1013762,1013893,1013871,1013490,1007500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013872,1014274,1007552,1014499,1013881,1007518,1013025,1013872,1013499,1007562,1014498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013874,1007509,1007412,1013874,1012823,1013921,1007497,1013912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013876,1014376,1013876,1014476,1007605,1014046,1014258,1007376,1014467,1013484,1007332,1013550,1013755,1014285,1014340,1014480,1012811,1007379,1014466,1014475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013877,1014304,1013465,1007565,1013005,1013569,1014563,1014039,1014607,1013006,1012830,1013457,1007537,1007571,1007523,1013722,1013877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013878,1013492,1013349,1013489,1014077,1013305,1013878,1014324,1014079,1014066,1007380,1014078,1013390,1014073,1012956,1014076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013879,1013913,1013257,1013879,1007594,1013730,1013749,1013258,1013256,1010845,1010846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013880,1010919,1012547,1013802,1013731,1013880,1007617,1013241,1013425,1013717,1010908,1010427,1013721,1014448,1013500,1013459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013881,1014274,1007552,1014499,1013881,1007518,1013872,1007562,1014498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013882,1013884,1014134,1014328,1013336,1013283,1013882,1014373,1007547,1013712,1014325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013883,1012550,1009553,1013545,1012701,1013888,1013004,1013271,1007584,1014270,1013555,1013003,1012831,1014152,1013904,1007557,1013886,1014033,1013883,1014114,1014048,1014539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013884,1013884,1014134,1014328,1013336,1013283,1013882,1014373,1007547,1013712,1014325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013885,1014346,1007553,1013885,1014333,1013275,1007579,1013339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013887,1012947,1013887,1013920,1013219,1013923,1013915,1013221,1013415,1013895,1007354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013888,1013003,1013004,1013271,1012831,1007584,1013010,1013883,1014270,1014152,1012550,1009553,1013904,1014048,1013555,1007557,1013545,1013886,1013888,1014114,1014539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013889,1013613,1013566,1007566,1013889,1013914,1007528,1007589,1007521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013890,1013890,1013636,1013894,1013968,1007591,1013383,1014117,1013641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013891,1013350,1014292,1014294,1013891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013893,1013746,1011331,1013454,1013750,1013797,1013732,1012981,1013284,1010843,1013762,1014614,1014321,1013893,1013871,1007500,1013577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013896,1013896,1007508,1014113,1014137,1013380,1010844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013897,1014050,1014560,1007428,1007344,1014564,1014273,1007527,1007389,1013558,1013897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013900,1013900,1013477,1013899,1013902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013901,1013422,1013901,1012818,1007481,1013725,1014053,1007488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013902,1013477,1012816,1013900,1013899,1013902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013903,1007517,1013678,1013903,1013340,1007404,1007469,1013702,1013461,1013692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013904,1013003,1013004,1013271,1012831,1007584,1013010,1013883,1014270,1014152,1012550,1009553,1013904,1014048,1013555,1007557,1013545,1013886,1013888,1014114,1014539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013905,1014072,1014608,1007352,1012810,1013905,1009426,1013681,1012699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013909,1014014,1013909,1013980,1013910,1013981,1013916,1013911,1012979,1013926,1013924,1013918,1014101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013910,1014014,1013909,1013980,1013910,1013981,1013916,1013911,1012979,1013926,1013924,1014101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013911,1013909,1013910,1013916,1013911,1012979,1013926,1013924,1014101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013912,1007509,1007412,1013874,1012823,1013921,1013912,1013364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013913,1013913,1011301,1013257,1013879,1013749,1013730,1013258,1013256,1010845,1010846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013914,1014010,1013566,1007566,1013889,1013914,1007528,1007589,1007521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013915,1012947,1013887,1007431,1013219,1013915,1013221,1013415,1013895,1007354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013916,1014096,1014014,1013909,1013925,1013980,1013910,1013981,1013982,1012978,1013916,1013911,1014018,1012979,1013926,1013924,1013918,1014101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013917,1014014,1013981,1012998,1013979,1007654,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013918,1007663,1014096,1013917,1014131,1013987,1013631,1013925,1014013,1012978,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013918,1014014,1013981,1012998,1013979,1014101,1007654,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013918,1007663,1014096,1013916,1013917,1013631,1013987,1013909,1013925,1014013,1012978,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013919,1007419,1013554,1013811,1007542,1013922,1013920,1013919,1013923,1013540,1014323,1008002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013920,1007419,1013554,1013887,1007542,1013922,1013920,1013919,1013219,1013923,1013540,1013221,1013415,1013895,1007354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013921,1007509,1007412,1013874,1012823,1013921,1013912,1013364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013922,1007419,1013554,1013811,1007542,1013922,1013920,1013919,1013923,1013540,1014323,1008002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013923,1007419,1013554,1013887,1007542,1013922,1013920,1013919,1013219,1013923,1013540,1013221,1013415,1013895,1007354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013924,1014014,1013910,1013981,1012998,1014101,1013980,1014018,1013982,1014012,1007666,1013918,1014096,1013916,1013911,1013917,1013631,1013909,1013925,1014013,1012978,1012979,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013925,1014014,1013981,1012998,1013979,1014101,1007654,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013918,1007663,1014096,1013916,1013917,1013987,1013631,1013925,1014013,1012978,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013926,1014014,1013910,1013981,1012998,1014101,1013980,1014018,1013982,1014012,1007666,1013918,1014096,1013916,1013911,1013917,1013631,1013909,1013925,1014013,1012978,1012979,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013966,1014106,1014155,1014107,1013970,1013966,1013423,1007505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013967,1013262,1014126,1013969,1013342,1014148,1013967,1012697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013968,1013890,1013636,1013894,1013968,1014117,1013641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013969,1013262,1014126,1013969,1013342,1014148,1013967,1012697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013970,1014106,1014155,1014107,1013970,1013966,1013423,1007505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013971,1014011,1014085,1014131,1014103,1014104,1013984,1013971,1014020,1014301,1014097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013972,1013995,1014144,1013977,1013974,1013993,1013972,1013975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013973,1014140,1014154,1007659,1013978,1013263,1013973,1013662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013974,1007493,1013995,1014144,1013977,1013974,1007659,1013993,1013972,1013975,1013662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013975,1007493,1013995,1014144,1013977,1013974,1007659,1013993,1013972,1013975,1013662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013976,1013976,1014142,1007357,1014108,1014139,1013632,1007595,1014166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013977,1007493,1013995,1014144,1013977,1013974,1007659,1013993,1013972,1013975,1013662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013978,1014140,1014154,1007659,1013978,1013263,1013973,1013662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013979,1014011,1014014,1013981,1012998,1013979,1007654,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013984,1013918,1007663,1014096,1013917,1014131,1013987,1013631,1013925,1014013,1012978,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013980,1014014,1013910,1013981,1012998,1013979,1014101,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013918,1014096,1013916,1013917,1013987,1013631,1013909,1013925,1014013,1012978,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013981,1014014,1013910,1013981,1012998,1013979,1014101,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013918,1014096,1013916,1013917,1013987,1013631,1013909,1013925,1014013,1012978,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013982,1014014,1013981,1012998,1013979,1014101,1007654,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013918,1007663,1014096,1013916,1013917,1013987,1013631,1013925,1014013,1012978,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013983,1014014,1013981,1012998,1013979,1007654,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013918,1007663,1014096,1013917,1014131,1013987,1013631,1013925,1014013,1012978,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013984,1014011,1007654,1013979,1013988,1014131,1014015,1013987,1014104,1013984,1013971,1014020,1007663,1014097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013985,1014014,1013981,1012998,1013979,1007654,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013918,1007663,1014096,1013917,1014131,1013987,1013631,1013925,1014013,1012978,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013986,1022230,1013990,1007651,1014109,1014086,1014023,1014098,1013991,1014092,1013989,1014025,1013474,1010915,1014022,1013986,1014024,1013216,1014093,1014084,1014283,1014095,1014019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013987,1014011,1014014,1013981,1012998,1013979,1007654,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013984,1013918,1007663,1014096,1013917,1014131,1013987,1013631,1013925,1014013,1012978,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013988,1014011,1014014,1013981,1012998,1013979,1007654,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013984,1013918,1007663,1014096,1013917,1014131,1013987,1013631,1013925,1014013,1012978,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013989,1022230,1014167,1014087,1014109,1014086,1014023,1014098,1014092,1013989,1014088,1014094,1014025,1013474,1010915,1014022,1013986,1014024,1013216,1014093,1014084,1012983,1014283,1014095,1014019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013990,1022230,1013990,1014089,1010915,1007651,1013991,1014092,1014109,1014021,1013986,1014019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013991,1022230,1013990,1014089,1010915,1007651,1013991,1014092,1014109,1014021,1013986,1014019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013992,1012480,1013311,1014167,1014102,1014087,1014099,1014098,1014091,1014168,1014088,1014094,1007661,1013474,1014100,1014169,1014024,1014093,1012983,1013992,1014095,1007662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013993,1007493,1013995,1014144,1013977,1013974,1007659,1013993,1013972,1013975,1013662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013994,1013488,1014142,1007357,1014156,1013994,1013632,1007595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013995,1007493,1013995,1014144,1013977,1013974,1007659,1013993,1013972,1013975,1013662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013996,1013419,1014155,1013424,1014064,1013775,1013413,1013420,1013414,1013423,1013773,1013996,1013281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014004,1013737,1014565,1013839,1014042,1014004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014005,1010428,1014364,1014005,1014379,1014348,1014358,1014362,1014044,1014045,1014366,1014365,1014058,1014359,1013706,1014239,1014041,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014007,1007597,1014007,1012817,1011308,1007426,1007543,1007601,1013800,1013335,1010917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014008,1014169,1012480,1007661,1013311,1007660,1014091,1007662,1014090,1014100,1014008,1007657,1014168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014009,1013314,1014009,1013337,1014038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014010,1014010,1013566,1007566,1013914,1023609,1007521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014012,1014014,1013981,1012998,1013979,1007654,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013918,1007663,1014096,1013917,1014131,1013987,1013631,1013925,1014013,1012978,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014013,1014014,1013981,1012998,1013979,1007654,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013918,1007663,1014096,1013917,1014131,1013987,1013631,1013925,1014013,1012978,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014014,1014014,1013910,1013981,1012998,1013979,1014101,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013918,1014096,1013916,1013917,1013987,1013631,1013909,1013925,1014013,1012978,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
