,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
1013503,1013509,1014038,1013314,1013337,1013503,1013313,1013282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013504,1013687,1013504,1013502,1014322,1014124,1007498,1024587,1014373,1013795,1013331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013505,1013309,1014065,1013810,1013812,1007343,1013505,1014054,1013699,1007621,1007642,1007574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013506,1015561,1013508,1013277,1014068,1013506,1014327,1014595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013507,1009707,1014129,1013507,1013599,1007420,1013640,1013011,1013794,1014059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013508,1015561,1013508,1013277,1014068,1013506,1014327,1014595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013509,1013509,1014038,1013314,1013337,1013503,1013313,1013282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013510,1007378,1014538,1007377,1013787,1007468,1013761,1014006,1013332,1013510,1014319,1014331,1010579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013540,1007419,1013554,1013811,1007542,1013922,1013920,1013919,1013923,1013540,1014323,1008002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013543,1012832,1013543,1014326,1014150,1014080,1007338,1013544,1014034,1014613,1014161,1014081,1013638,1007522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013544,1012832,1013543,1014326,1014150,1014080,1007338,1013544,1014034,1014613,1014161,1014081,1013638,1007522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013545,1013003,1013004,1013271,1012831,1007584,1013010,1013883,1014270,1014152,1012550,1009553,1013904,1014048,1013555,1007557,1013545,1013886,1013888,1014114,1014539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013546,1013487,1007561,1014032,1010941,1013546,1007485,1013846,1014062,1013675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013548,1013321,1014158,1007551,1013472,1014272,1013548,1014309,1014330,1013670,1013667,1007360,1009329,1013840,1007558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013549,1013549,1014281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013550,1014464,1014479,1014046,1014487,1013484,1013550,1013876,1014481,1014561,1014490,1007415,1014340,1014482,1013711,1014376,1014258,1007414,1014467,1013755,1014462,1014473,1014476,1007605,1014493,1007332,1014285,1014465,1014466,1014475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013551,1013551,1007525,1013867,1013552,1013301,1014056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013552,1013551,1007525,1013867,1013552,1013301,1014056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013553,1013553,1007898,1009280,1014563,1010842,1013628,1013006,1013330,1014334,1007523,1014332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013554,1007419,1013554,1013811,1013922,1013920,1013919,1013923,1013540,1013415,1007542,1014323,1007354,1008002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013558,1014050,1014560,1007428,1007344,1014564,1014273,1007527,1007389,1013558,1013897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013559,1013559,1013562,1013563,1013560,1013495,1013565,1014282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013560,1013559,1013562,1013563,1013560,1013495,1013565,1014282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013562,1013559,1013562,1013563,1013560,1013495,1013565,1014282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013563,1013559,1013562,1013563,1013560,1013495,1013565,1014282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013564,1014600,1013564,1014511,1014558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013565,1013559,1013562,1013563,1013560,1013495,1013565,1014282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013566,1014010,1013566,1007566,1013889,1013914,1007528,1007589,1007521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013567,1013312,1007658,1013567,1013475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013569,1014304,1007563,1013792,1013569,1007565,1013005,1014039,1014335,1012830,1013457,1007537,1007571,1013877,1013722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013571,1014374,1014540,1014336,1013642,1013787,1013761,1013231,1014319,1014562,1007342,1013571,1013561,1013806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013572,1013572,1014560,1013338,1011311,1014564,1007527,1007389,1013301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013573,1013460,1013573,1014540,1013417,1012380,1014149,1013791,1013416,1012958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013574,1013455,1007391,1013778,1013574,1013278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013575,1013683,1013580,1013686,1013575,1013685,1013026,1013022,1007391,1013021,1013778,1013315,1013805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013577,1013746,1010405,1011331,1013454,1013732,1012981,1013284,1007652,1013762,1010843,1014614,1014321,1013893,1007653,1007500,1013577,1007345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013578,1013627,1007483,1014450,1013578,1013490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013579,1007599,1013873,1013682,1014327,1014595,1013579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013580,1013683,1013580,1013686,1013575,1013685,1013026,1013022,1007391,1013021,1013778,1013315,1013805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013595,1011303,1014277,1014276,1011302,1011304,1007573,1014295,1012004,1013470,1011313,1011316,1011309,1007607,1013804,1012991,1007429,1007630,1022905,1013595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013599,1009707,1014129,1013507,1007420,1013640,1013011,1013794,1013254,1013599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013601,1014072,1014605,1013714,1009296,1013497,1014612,1013601,1013679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013603,1007530,1013673,1012834,1014083,1013015,1013736,1013483,1013273,1012549,1013008,1013603,1007531,1007572,1013276,1013669,1014116,1013253,1013614,1007549,1013677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013605,1012814,1013605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013611,1013801,1007427,1013611,1013542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013612,1013215,1014284,1013612,1013217,1012997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013613,1013309,1013613,1014065,1013658,1013889,1007528,1007589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013614,1013673,1012493,1007540,1012549,1013603,1013669,1013009,1013253,1013015,1007549,1013677,1013483,1013273,1013614,1014316,1014116,1007572,1014275,1013736,1013008,1007531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013618,1013618,1013232,1013234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013619,1013705,1014049,1014286,1014508,1013694,1013619,1014557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013620,1012833,1013252,1014318,1013020,1013012,1013013,1013620,1014112,1013014,1014320,1013002,1012701,1007401,1013668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013621,1014440,1014287,1007331,1013621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013622,1014597,1013622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013624,1013624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013625,1013626,1013625,1007680,1013290,1014074,1014159,1014345,1014122,1007424,1014121,1013274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013627,1013454,1013750,1013797,1013627,1013871,1013578,1013490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013629,1009710,1013629,1013547,1011314,1013832,1013833,1014412,1013541,1014604,1014279,1013759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013630,1007678,1012989,1013630,1012700,1007674,1014279,1007548,1007665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013631,1014014,1013981,1012998,1013979,1007654,1013980,1014018,1013982,1014012,1013988,1013983,1014015,1007666,1013918,1007663,1014096,1013917,1014131,1013987,1013631,1013925,1014013,1012978,1013926,1013924,1007670,1013985,1007664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013633,1013633,1013659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013634,1013634,1007673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013635,1013635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013636,1013890,1013636,1013894,1007383,1013968,1013641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013637,1013652,1007384,1013637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013638,1012832,1013543,1014150,1013639,1013333,1014080,1013544,1014034,1014613,1014161,1014081,1013689,1013638,1013671,1007522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013640,1009707,1014129,1013507,1013599,1007420,1013640,1013011,1013794,1014059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013643,1013643,1013568,1007678,1014603,1011306,1013644,1012700,1013809,1007548,1007665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013644,1013643,1013568,1007678,1014603,1011306,1013644,1012700,1013809,1007548,1007665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013649,1013655,1013649,1013657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013650,1011305,1022905,1013224,1013808,1013470,1013650,1011316,1013809,1007593,1007607,1013353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013651,1013260,1013651,1012999,1013000,1013001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013653,1013493,1013656,1013225,1007381,1013807,1013753,1013653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013655,1013655,1013649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013656,1013493,1013656,1013225,1007381,1013807,1013753,1013653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013657,1013688,1013649,1013657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013659,1013633,1013659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013660,1017673,1013660,1014452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013664,1014017,1014016,1012982,1007491,1012804,1007484,1013664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013666,1014314,1013472,1010574,1009064,1013666,1007356,1007360,1007473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013667,1013321,1007551,1013472,1010574,1013548,1014272,1014309,1014330,1013670,1013667,1007360,1009329,1007558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013669,1013673,1007540,1012549,1013603,1013669,1013009,1013253,1013015,1007549,1013677,1013483,1013273,1013614,1014316,1012834,1014116,1007572,1014275,1014083,1013736,1013008,1007531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013671,1013801,1013333,1013639,1014080,1014613,1014081,1013542,1013689,1013638,1013671,1007522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013674,1021924,1013674,1013688,1007328,1007330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013675,1013487,1007561,1007672,1010941,1013546,1007485,1007577,1013675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013676,1007396,1012546,1014619,1013456,1013676,1013715,1014569,1014060,1014537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013677,1013673,1007540,1012549,1013603,1013669,1013009,1013253,1013015,1007549,1013677,1013483,1013273,1013614,1014316,1012834,1014116,1007572,1014275,1007530,1014083,1013736,1013008,1007531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013679,1014072,1014605,1013714,1009296,1013497,1014612,1013601,1013679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013681,1007597,1012817,1011308,1014608,1007352,1012810,1013905,1009426,1013681,1012699,1013800,1013335,1007601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013682,1007599,1013873,1013682,1014327,1014595,1013579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013684,1013729,1013764,1013225,1010404,1007398,1013807,1014071,1013753,1013684,1009554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013685,1013683,1013580,1013686,1013575,1013685,1013026,1013022,1007391,1013021,1013778,1013315,1013278,1013805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013686,1013683,1013580,1013686,1013575,1013685,1013026,1013022,1007391,1013021,1013778,1013315,1013278,1013805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013688,1013688,1013674,1013657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013689,1013801,1013333,1013639,1014080,1014613,1014081,1013542,1013689,1013638,1013671,1007522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013690,1007544,1007559,1014311,1009311,1014375,1007541,1013672,1013690,1007897,1007575,RW127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013691,1013458,1012809,1013482,1007556,1013788,1013691,1014345,1014121,1013270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013693,1014541,1014349,1013693,1013834,1009313,1014031,1012811,1007422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013694,1013705,1014049,1014286,1014508,1013694,1013619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013695,1013695,1012973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013697,1012955,1012954,1007387,1007453,1013697,1007340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013699,1013309,1014065,1013810,1013812,1007343,1013505,1014054,1013699,1007621,1007642,1007574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013702,1007517,1013678,1013903,1007404,1014326,1013702,1013461,1013692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013703,1007590,1013218,1007520,1007555,1012986,1013718,1013703,1013387,1011310,1013748,1007539,1013220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013704,1013421,1007395,1013747,1013704,1013471,1013479,1014329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013705,1013705,1014049,1014286,1014508,1013694,1013619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013706,1010428,1014005,1014351,1014379,1014358,1014362,1014378,1013830,1014045,1014365,1014058,1014359,1013706,1014041,1014356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013707,1013707,1013378,1013466,1013663,1013381,1014288,1014441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013708,1013708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013709,1013709,1014393,1014392,1009713,1014416,1014253,1014396,1014246,1010577,1007372,1014245,1014394,1009702,1014792,1009711,1014395,1009703,1009716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013710,1013710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013711,1014485,1014464,1014479,1014046,1014487,1013484,1014377,1013550,1014435,1014486,1014382,1014554,1014484,1014481,1014423,1014300,1014381,1014561,1014483,1014509,1014408,1014490,1014495,1007415,1014340,1014430,1014482,1013711,1014384,1014429,1014555,1014352,1014427,1014470,1007629,1014556,1007417,1007414,1014467,1014462,1014368,1014473,1014388,1014383,1014385,1014367,1014369,1007622,1007416,1014476,1007605,1014424,1007532,1014492,1014493,1007332,1014285,1014494,1014469,1014465,1014466,1014475
1013712,1013884,1013803,1013882,1007547,1013712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013713,1007336,1013242,1013713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013714,1014605,1010578,1013714,1009296,1007344,1007428,1013497,1014612,1013601,1013679,1007425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013715,1007396,1012546,1014619,1013456,1013676,1013715,1014569,1014060,1014537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013716,1013450,1013716,1011307,1010422,1007538,1013452,1013898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013720,1013654,1013719,1014064,1014105,1013413,1013774,1014143,1013892,1013720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013722,1014304,1013465,1007565,1013005,1013569,1014563,1014039,1014607,1013006,1012830,1013457,1007537,1007571,1007523,1013722,1013877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013725,1013422,1013901,1012818,1007481,1013725,1014053,1007488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013726,1007591,1007647,1013383,1013312,1007637,1013726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013727,1013754,1010406,1014296,1013727,1013453,1007496,1013024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013728,1013492,1013349,1013489,1014077,1014324,1014067,1014079,1014066,1014076,1014078,1013728,1014073,1007645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013729,1013729,1013225,1013807,1013753,1013684,1009554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013730,1013913,1013257,1013879,1013749,1013730,1010846,1013256,1010845,1013258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013731,1012547,1007347,1014448,1013731,1013880,1013751,1007617,1013425,1010427,1013023,1012984,1007536,1007437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013732,1013746,1010405,1011331,1013454,1013750,1013797,1013732,1012981,1013284,1007652,1013762,1010843,1014614,1014321,1013893,1013871,1007653,1007500,1013577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013733,1013287,1013288,1007482,1014315,1013418,1013734,1013868,1013733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013734,1013287,1013288,1007482,1014315,1013418,1013734,1013868,1013733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013745,1013745,1014542,1013238,1012799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013746,1013746,1010405,1011331,1013454,1013732,1012981,1013284,1007652,1013762,1010843,1014614,1014321,1013893,1007653,1007500,1013577,1007345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013748,1007590,1013218,1007520,1007555,1012986,1013718,1013703,1013387,1011310,1013748,1007539,1013220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013749,1013913,1013257,1013879,1007594,1013730,1013749,1013258,1013256,1010845,1010846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013750,1013454,1013750,1013797,1013627,1013732,1013284,1012981,1010843,1013762,1013893,1013871,1013490,1007500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013751,1012547,1007347,1014448,1013731,1013751,1007617,1010427,1013023,1012984,1007536,1007437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013752,1014069,1013752,1014120,1013756,1014450,1014280,1014063,1007350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013753,1013729,1013656,1013225,1007381,1013807,1013753,1013684,1013653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013754,1013286,1013754,1010406,1014296,1013727,1013453,1007496,1013024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013755,1014376,1013876,1014476,1007605,1014046,1014258,1014561,1007376,1014467,1013484,1007332,1013550,1013755,1014285,1014480,1014340,1007379,1014466,1014475,1014465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013756,1014069,1013752,1014120,1013756,1014450,1014280,1014063,1007350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013757,1014571,1014611,1013456,1014512,1013757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013758,1007599,1012548,1013758,1013873,1013279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013759,1009710,1013629,1014604,1013547,1011314,1013832,1013833,1014412,1007545,1013541,1014602,1013759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013763,1013813,1007390,1013023,1013763,1007536,1007437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013764,1013764,1007398,1010404,1014071,1013684,1009554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013772,1014125,1007658,1014052,1007636,1013475,1013772,1007370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013775,1013419,1014155,1013424,1014064,1013775,1013413,1013420,1013414,1013423,1013773,1013996,1013281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013778,1013683,1013580,1013686,1013575,1013685,1013026,1013022,1007391,1013021,1013778,1013315,1013574,1013278,1013805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
